,d,sales,tm_w_end,tm_dw,tm_wm,tm_m,tm_w,sell_price,snap_count,is_event,date
0,1,17.0,1,5,5,1,4,2.864375,0,0,2011-01-29
1,2,10.0,1,6,5,1,4,2.864375,0,0,2011-01-30
2,3,6.0,0,0,5,1,5,2.864375,0,0,2011-01-31
3,4,6.0,0,1,1,2,5,2.864375,2,0,2011-02-01
4,5,0.0,0,2,1,2,5,2.864375,2,0,2011-02-02
5,6,8.0,0,3,1,2,5,2.864375,3,0,2011-02-03
6,7,8.0,0,4,1,2,5,2.864375,1,0,2011-02-04
7,8,12.0,1,5,1,2,5,2.8264527,3,0,2011-02-05
8,9,7.0,1,6,1,2,5,2.8264527,3,1,2011-02-06
9,10,13.0,0,0,1,2,6,2.8264527,2,0,2011-02-07
10,11,4.0,0,1,2,2,6,2.8264527,2,0,2011-02-08
11,12,6.0,0,2,2,2,6,2.8264527,3,0,2011-02-09
12,13,19.0,0,3,2,2,6,2.8264527,1,0,2011-02-10
13,14,12.0,0,4,2,2,6,2.8264527,2,0,2011-02-11
14,15,8.0,1,5,2,2,6,2.8448894,2,0,2011-02-12
15,16,8.0,1,6,2,2,6,2.8448894,1,0,2011-02-13
16,17,10.0,0,0,2,2,7,2.8448894,1,1,2011-02-14
17,18,12.0,0,1,3,2,7,2.8448894,2,0,2011-02-15
18,19,12.0,0,2,3,2,7,2.8448894,0,0,2011-02-16
19,20,16.0,0,3,3,2,7,2.8448894,0,0,2011-02-17
20,21,15.0,0,4,3,2,7,2.8448894,0,0,2011-02-18
21,22,19.0,1,5,3,2,7,2.8246338,0,0,2011-02-19
22,23,18.0,1,6,3,2,7,2.8246338,0,0,2011-02-20
23,24,24.0,0,0,3,2,8,2.8246338,0,1,2011-02-21
24,25,9.0,0,1,4,2,8,2.8246338,0,0,2011-02-22
25,26,13.0,0,2,4,2,8,2.8246338,0,0,2011-02-23
26,27,11.0,0,3,4,2,8,2.8246338,0,0,2011-02-24
27,28,18.0,0,4,4,2,8,2.8246338,0,0,2011-02-25
28,29,19.0,1,5,4,2,8,2.8321152,0,0,2011-02-26
29,30,6.0,1,6,4,2,8,2.8321152,0,0,2011-02-27
30,31,19.0,0,0,4,2,9,2.8321152,0,0,2011-02-28
31,32,17.0,0,1,1,3,9,2.8321152,2,0,2011-03-01
32,33,18.0,0,2,1,3,9,2.8321152,2,0,2011-03-02
33,34,8.0,0,3,1,3,9,2.8321152,3,0,2011-03-03
34,35,15.0,0,4,1,3,9,2.8321152,1,0,2011-03-04
35,36,17.0,1,5,1,3,9,2.8548493,3,0,2011-03-05
36,37,19.0,1,6,1,3,9,2.8548493,3,0,2011-03-06
37,38,18.0,0,0,1,3,10,2.8548493,2,0,2011-03-07
38,39,29.0,0,1,2,3,10,2.8548493,2,0,2011-03-08
39,40,8.0,0,2,2,3,10,2.8548493,3,1,2011-03-09
40,41,10.0,0,3,2,3,10,2.8548493,1,0,2011-03-10
41,42,14.0,0,4,2,3,10,2.8548493,2,0,2011-03-11
42,43,13.0,1,5,2,3,10,2.8477352,2,0,2011-03-12
43,44,30.0,1,6,2,3,10,2.8477352,1,0,2011-03-13
44,45,13.0,0,0,2,3,11,2.8477352,1,0,2011-03-14
45,46,17.0,0,1,3,3,11,2.8477352,2,0,2011-03-15
46,47,11.0,0,2,3,3,11,2.8477352,0,1,2011-03-16
47,48,11.0,0,3,3,3,11,2.8477352,0,1,2011-03-17
48,49,18.0,0,4,3,3,11,2.8477352,0,0,2011-03-18
49,50,15.0,1,5,3,3,11,2.8369489,0,0,2011-03-19
50,51,29.0,1,6,3,3,11,2.8369489,0,1,2011-03-20
51,52,11.0,0,0,3,3,12,2.8369489,0,0,2011-03-21
52,53,37.0,0,1,4,3,12,2.8369489,0,0,2011-03-22
53,54,13.0,0,2,4,3,12,2.8369489,0,0,2011-03-23
54,55,23.0,0,3,4,3,12,2.8369489,0,0,2011-03-24
55,56,11.0,0,4,4,3,12,2.8369489,0,0,2011-03-25
56,57,23.0,1,5,4,3,12,2.8261375,0,0,2011-03-26
57,58,15.0,1,6,4,3,12,2.8261375,0,0,2011-03-27
58,59,25.0,0,0,4,3,13,2.8261375,0,0,2011-03-28
59,60,31.0,0,1,5,3,13,2.8261375,0,0,2011-03-29
60,61,10.0,0,2,5,3,13,2.8261375,0,0,2011-03-30
61,62,17.0,0,3,5,3,13,2.8261375,0,0,2011-03-31
62,63,24.0,0,4,1,4,13,2.8261375,2,0,2011-04-01
63,64,27.0,1,5,1,4,13,2.8261375,2,0,2011-04-02
64,65,19.0,1,6,1,4,13,2.8261375,3,0,2011-04-03
65,66,7.0,0,0,1,4,14,2.8261375,1,0,2011-04-04
66,67,13.0,0,1,1,4,14,2.8261375,3,0,2011-04-05
67,68,17.0,0,2,1,4,14,2.8261375,3,0,2011-04-06
68,69,8.0,0,3,1,4,14,2.8261375,2,0,2011-04-07
69,70,21.0,0,4,2,4,14,2.8261375,2,0,2011-04-08
70,71,22.0,1,5,2,4,14,2.8472643,3,0,2011-04-09
71,72,12.0,1,6,2,4,14,2.8472643,1,0,2011-04-10
72,73,7.0,0,0,2,4,15,2.8472643,2,0,2011-04-11
73,74,23.0,0,1,2,4,15,2.8472643,2,0,2011-04-12
74,75,17.0,0,2,2,4,15,2.8472643,1,0,2011-04-13
75,76,8.0,0,3,2,4,15,2.8472643,1,0,2011-04-14
76,77,23.0,0,4,3,4,15,2.8472643,2,0,2011-04-15
77,78,19.0,1,5,3,4,15,2.8917086,0,0,2011-04-16
78,79,32.0,1,6,3,4,15,2.8917086,0,0,2011-04-17
79,80,9.0,0,0,3,4,16,2.8917086,0,0,2011-04-18
80,81,14.0,0,1,3,4,16,2.8917086,0,0,2011-04-19
81,82,10.0,0,2,3,4,16,2.8917086,0,0,2011-04-20
82,83,15.0,0,3,3,4,16,2.8917086,0,0,2011-04-21
83,84,12.0,0,4,4,4,16,2.8917086,0,0,2011-04-22
84,85,22.0,1,5,4,4,16,2.8917086,0,0,2011-04-23
85,86,6.0,1,6,4,4,16,2.8917086,0,2,2011-04-24
86,87,21.0,0,0,4,4,17,2.8917086,0,0,2011-04-25
87,88,26.0,0,1,4,4,17,2.8917086,0,1,2011-04-26
88,89,13.0,0,2,4,4,17,2.8917086,0,0,2011-04-27
89,90,9.0,0,3,4,4,17,2.8917086,0,0,2011-04-28
90,91,22.0,0,4,5,4,17,2.8917086,0,0,2011-04-29
91,92,34.0,1,5,5,4,17,2.8917086,0,0,2011-04-30
92,93,23.0,1,6,1,5,17,2.8917086,2,0,2011-05-01
93,94,8.0,0,0,1,5,18,2.8917086,2,0,2011-05-02
94,95,13.0,0,1,1,5,18,2.8917086,3,0,2011-05-03
95,96,35.0,0,2,1,5,18,2.8917086,1,0,2011-05-04
96,97,27.0,0,3,1,5,18,2.8917086,3,1,2011-05-05
97,98,10.0,0,4,1,5,18,2.8917086,3,0,2011-05-06
98,99,46.0,1,5,1,5,18,2.8917086,2,0,2011-05-07
99,100,6.0,1,6,2,5,18,2.8917086,2,1,2011-05-08
100,101,12.0,0,0,2,5,19,2.8917086,3,0,2011-05-09
101,102,18.0,0,1,2,5,19,2.8917086,1,0,2011-05-10
102,103,30.0,0,2,2,5,19,2.8917086,2,0,2011-05-11
