,d,sales,tm_w_end,tm_dw,tm_wm,tm_m,tm_w,sell_price,snap_count,is_event,date
0,1,2044.0,1,5,5,1,4,2.6627727,0,0,2011-01-29
1,2,2117.0,1,6,5,1,4,2.6627727,0,0,2011-01-30
2,3,1533.0,0,0,5,1,5,2.6627727,0,0,2011-01-31
3,4,1601.0,0,1,1,2,5,2.6627727,2,0,2011-02-01
4,5,1343.0,0,2,1,2,5,2.6627727,2,0,2011-02-02
5,6,1823.0,0,3,1,2,5,2.6627727,3,0,2011-02-03
6,7,1425.0,0,4,1,2,5,2.6627727,1,0,2011-02-04
7,8,2116.0,1,5,1,2,5,2.645605,3,0,2011-02-05
8,9,1993.0,1,6,1,2,5,2.645605,3,1,2011-02-06
9,10,1600.0,0,0,1,2,6,2.645605,2,0,2011-02-07
10,11,1428.0,0,1,2,2,6,2.645605,2,0,2011-02-08
11,12,1302.0,0,2,2,2,6,2.645605,3,0,2011-02-09
12,13,1201.0,0,3,2,2,6,2.645605,1,0,2011-02-10
13,14,1470.0,0,4,2,2,6,2.645605,2,0,2011-02-11
14,15,2062.0,1,5,2,2,6,2.6706665,2,0,2011-02-12
15,16,2300.0,1,6,2,2,6,2.6706665,1,0,2011-02-13
16,17,1255.0,0,0,2,2,7,2.6706665,1,1,2011-02-14
17,18,1471.0,0,1,3,2,7,2.6706665,2,0,2011-02-15
18,19,1270.0,0,2,3,2,7,2.6706665,0,0,2011-02-16
19,20,1157.0,0,3,3,2,7,2.6706665,0,0,2011-02-17
20,21,1399.0,0,4,3,2,7,2.6706665,0,0,2011-02-18
21,22,1760.0,1,5,3,2,7,2.6774018,0,0,2011-02-19
22,23,1822.0,1,6,3,2,7,2.6774018,0,0,2011-02-20
23,24,1460.0,0,0,3,2,8,2.6774018,0,1,2011-02-21
24,25,1445.0,0,1,4,2,8,2.6774018,0,0,2011-02-22
25,26,1113.0,0,2,4,2,8,2.6774018,0,0,2011-02-23
26,27,1152.0,0,3,4,2,8,2.6774018,0,0,2011-02-24
