,d,sales,tm_w_end,tm_dw,tm_wm,tm_m,tm_w,sell_price,snap_count,is_event,date
0,1,1269.0,1,5,5,1,4,2.5858603,0,0,2011-01-29
1,2,1121.0,1,6,5,1,4,2.5858603,0,0,2011-01-30
2,3,1233.0,0,0,5,1,5,2.5858603,0,0,2011-01-31
3,4,1564.0,0,1,1,2,5,2.5858603,2,0,2011-02-01
4,5,724.0,0,2,1,2,5,2.5858603,2,0,2011-02-02
5,6,1302.0,0,3,1,2,5,2.5858603,3,0,2011-02-03
6,7,1303.0,0,4,1,2,5,2.5858603,1,0,2011-02-04
7,8,1676.0,1,5,1,2,5,2.6030047,3,0,2011-02-05
8,9,1416.0,1,6,1,2,5,2.6030047,3,1,2011-02-06
9,10,1020.0,0,0,1,2,6,2.6030047,2,0,2011-02-07
10,11,822.0,0,1,2,2,6,2.6030047,2,0,2011-02-08
11,12,989.0,0,2,2,2,6,2.6030047,3,0,2011-02-09
12,13,938.0,0,3,2,2,6,2.6030047,1,0,2011-02-10
13,14,1005.0,0,4,2,2,6,2.6030047,2,0,2011-02-11
14,15,1390.0,1,5,2,2,6,2.6063132,2,0,2011-02-12
15,16,1271.0,1,6,2,2,6,2.6063132,1,0,2011-02-13
16,17,913.0,0,0,2,2,7,2.6063132,1,1,2011-02-14
17,18,999.0,0,1,3,2,7,2.6063132,2,0,2011-02-15
18,19,820.0,0,2,3,2,7,2.6063132,0,0,2011-02-16
19,20,862.0,0,3,3,2,7,2.6063132,0,0,2011-02-17
20,21,922.0,0,4,3,2,7,2.6063132,0,0,2011-02-18
21,22,940.0,1,5,3,2,7,2.6484365,0,0,2011-02-19
22,23,745.0,1,6,3,2,7,2.6484365,0,0,2011-02-20
23,24,690.0,0,0,3,2,8,2.6484365,0,1,2011-02-21
24,25,695.0,0,1,4,2,8,2.6484365,0,0,2011-02-22
25,26,828.0,0,2,4,2,8,2.6484365,0,0,2011-02-23
26,27,827.0,0,3,4,2,8,2.6484365,0,0,2011-02-24
27,28,764.0,0,4,4,2,8,2.6484365,0,0,2011-02-25
28,29,960.0,1,5,4,2,8,2.6516137,0,0,2011-02-26
29,30,838.0,1,6,4,2,8,2.6516137,0,0,2011-02-27
30,31,793.0,0,0,4,2,9,2.6516137,0,0,2011-02-28
31,32,830.0,0,1,1,3,9,2.6516137,2,0,2011-03-01
32,33,918.0,0,2,1,3,9,2.6516137,2,0,2011-03-02
33,34,997.0,0,3,1,3,9,2.6516137,3,0,2011-03-03
34,35,853.0,0,4,1,3,9,2.6516137,1,0,2011-03-04
35,36,1015.0,1,5,1,3,9,2.6603918,3,0,2011-03-05
36,37,980.0,1,6,1,3,9,2.6603918,3,0,2011-03-06
37,38,792.0,0,0,1,3,10,2.6603918,2,0,2011-03-07
38,39,872.0,0,1,2,3,10,2.6603918,2,0,2011-03-08
39,40,800.0,0,2,2,3,10,2.6603918,3,1,2011-03-09
40,41,834.0,0,3,2,3,10,2.6603918,1,0,2011-03-10
41,42,995.0,0,4,2,3,10,2.6603918,2,0,2011-03-11
42,43,1306.0,1,5,2,3,10,2.6433198,2,0,2011-03-12
43,44,1087.0,1,6,2,3,10,2.6433198,1,0,2011-03-13
44,45,890.0,0,0,2,3,11,2.6433198,1,0,2011-03-14
45,46,859.0,0,1,3,3,11,2.6433198,2,0,2011-03-15
46,47,801.0,0,2,3,3,11,2.6433198,0,1,2011-03-16
47,48,703.0,0,3,3,3,11,2.6433198,0,1,2011-03-17
48,49,815.0,0,4,3,3,11,2.6433198,0,0,2011-03-18
49,50,873.0,1,5,3,3,11,2.6450126,0,0,2011-03-19
50,51,825.0,1,6,3,3,11,2.6450126,0,1,2011-03-20
51,52,685.0,0,0,3,3,12,2.6450126,0,0,2011-03-21
52,53,697.0,0,1,4,3,12,2.6450126,0,0,2011-03-22
53,54,676.0,0,2,4,3,12,2.6450126,0,0,2011-03-23
54,55,649.0,0,3,4,3,12,2.6450126,0,0,2011-03-24
55,56,734.0,0,4,4,3,12,2.6450126,0,0,2011-03-25
56,57,813.0,1,5,4,3,12,2.6395745,0,0,2011-03-26
