,d,sales,tm_w_end,tm_dw,tm_wm,tm_m,tm_w,sell_price,snap_count,is_event,date
0,1,584.0,1,5,5,1,4,5.002714,0,0,2011-01-29
1,2,541.0,1,6,5,1,4,5.002714,0,0,2011-01-30
2,3,420.0,0,0,5,1,5,5.002714,0,0,2011-01-31
3,4,327.0,0,1,1,2,5,5.002714,2,0,2011-02-01
4,5,151.0,0,2,1,2,5,5.002714,2,0,2011-02-02
5,6,392.0,0,3,1,2,5,5.002714,3,0,2011-02-03
6,7,492.0,0,4,1,2,5,5.002714,1,0,2011-02-04
7,8,647.0,1,5,1,2,5,5.072646,3,0,2011-02-05
8,9,418.0,1,6,1,2,5,5.072646,3,1,2011-02-06
9,10,354.0,0,0,1,2,6,5.072646,2,0,2011-02-07
10,11,304.0,0,1,2,2,6,5.072646,2,0,2011-02-08
11,12,317.0,0,2,2,2,6,5.072646,3,0,2011-02-09
12,13,354.0,0,3,2,2,6,5.072646,1,0,2011-02-10
13,14,402.0,0,4,2,2,6,5.072646,2,0,2011-02-11
14,15,518.0,1,5,2,2,6,5.0953116,2,0,2011-02-12
15,16,589.0,1,6,2,2,6,5.0953116,1,0,2011-02-13
16,17,363.0,0,0,2,2,7,5.0953116,1,1,2011-02-14
17,18,347.0,0,1,3,2,7,5.0953116,2,0,2011-02-15
18,19,361.0,0,2,3,2,7,5.0953116,0,0,2011-02-16
19,20,420.0,0,3,3,2,7,5.0953116,0,0,2011-02-17
20,21,509.0,0,4,3,2,7,5.0953116,0,0,2011-02-18
21,22,623.0,1,5,3,2,7,5.0808105,0,0,2011-02-19
22,23,419.0,1,6,3,2,7,5.0808105,0,0,2011-02-20
23,24,283.0,0,0,3,2,8,5.0808105,0,1,2011-02-21
24,25,318.0,0,1,4,2,8,5.0808105,0,0,2011-02-22
25,26,366.0,0,2,4,2,8,5.0808105,0,0,2011-02-23
26,27,346.0,0,3,4,2,8,5.0808105,0,0,2011-02-24
27,28,395.0,0,4,4,2,8,5.0808105,0,0,2011-02-25
28,29,494.0,1,5,4,2,8,5.059051,0,0,2011-02-26
29,30,554.0,1,6,4,2,8,5.059051,0,0,2011-02-27
30,31,431.0,0,0,4,2,9,5.059051,0,0,2011-02-28
31,32,591.0,0,1,1,3,9,5.059051,2,0,2011-03-01
32,33,442.0,0,2,1,3,9,5.059051,2,0,2011-03-02
33,34,562.0,0,3,1,3,9,5.059051,3,0,2011-03-03
34,35,476.0,0,4,1,3,9,5.059051,1,0,2011-03-04
35,36,587.0,1,5,1,3,9,5.0182176,3,0,2011-03-05
36,37,560.0,1,6,1,3,9,5.0182176,3,0,2011-03-06
37,38,415.0,0,0,1,3,10,5.0182176,2,0,2011-03-07
38,39,388.0,0,1,2,3,10,5.0182176,2,0,2011-03-08
39,40,309.0,0,2,2,3,10,5.0182176,3,1,2011-03-09
40,41,417.0,0,3,2,3,10,5.0182176,1,0,2011-03-10
41,42,483.0,0,4,2,3,10,5.0182176,2,0,2011-03-11
42,43,585.0,1,5,2,3,10,5.127954,2,0,2011-03-12
43,44,540.0,1,6,2,3,10,5.127954,1,0,2011-03-13
44,45,385.0,0,0,2,3,11,5.127954,1,0,2011-03-14
45,46,333.0,0,1,3,3,11,5.127954,2,0,2011-03-15
46,47,373.0,0,2,3,3,11,5.127954,0,1,2011-03-16
47,48,379.0,0,3,3,3,11,5.127954,0,1,2011-03-17
48,49,530.0,0,4,3,3,11,5.127954,0,0,2011-03-18
49,50,592.0,1,5,3,3,11,5.0975156,0,0,2011-03-19
50,51,537.0,1,6,3,3,11,5.0975156,0,1,2011-03-20
51,52,415.0,0,0,3,3,12,5.0975156,0,0,2011-03-21
52,53,322.0,0,1,4,3,12,5.0975156,0,0,2011-03-22
53,54,298.0,0,2,4,3,12,5.0975156,0,0,2011-03-23
54,55,326.0,0,3,4,3,12,5.0975156,0,0,2011-03-24
55,56,417.0,0,4,4,3,12,5.0975156,0,0,2011-03-25
56,57,569.0,1,5,4,3,12,5.088914,0,0,2011-03-26
57,58,469.0,1,6,4,3,12,5.088914,0,0,2011-03-27
58,59,288.0,0,0,4,3,13,5.088914,0,0,2011-03-28
59,60,324.0,0,1,5,3,13,5.088914,0,0,2011-03-29
60,61,214.0,0,2,5,3,13,5.088914,0,0,2011-03-30
61,62,322.0,0,3,5,3,13,5.088914,0,0,2011-03-31
62,63,622.0,0,4,1,4,13,5.088914,2,0,2011-04-01
63,64,718.0,1,5,1,4,13,5.0292764,2,0,2011-04-02
64,65,585.0,1,6,1,4,13,5.0292764,3,0,2011-04-03
65,66,419.0,0,0,1,4,14,5.0292764,1,0,2011-04-04
66,67,393.0,0,1,1,4,14,5.0292764,3,0,2011-04-05
67,68,324.0,0,2,1,4,14,5.0292764,3,0,2011-04-06
68,69,284.0,0,3,1,4,14,5.0292764,2,0,2011-04-07
69,70,366.0,0,4,2,4,14,5.0292764,2,0,2011-04-08
70,71,543.0,1,5,2,4,14,4.9944572,3,0,2011-04-09
71,72,435.0,1,6,2,4,14,4.9944572,1,0,2011-04-10
72,73,355.0,0,0,2,4,15,4.9944572,2,0,2011-04-11
73,74,287.0,0,1,2,4,15,4.9944572,2,0,2011-04-12
74,75,349.0,0,2,2,4,15,4.9944572,1,0,2011-04-13
75,76,316.0,0,3,2,4,15,4.9944572,1,0,2011-04-14
76,77,406.0,0,4,3,4,15,4.9944572,2,0,2011-04-15
77,78,535.0,1,5,3,4,15,4.9829807,0,0,2011-04-16
78,79,500.0,1,6,3,4,15,4.9829807,0,0,2011-04-17
79,80,345.0,0,0,3,4,16,4.9829807,0,0,2011-04-18
80,81,271.0,0,1,3,4,16,4.9829807,0,0,2011-04-19
81,82,341.0,0,2,3,4,16,4.9829807,0,0,2011-04-20
82,83,317.0,0,3,3,4,16,4.9829807,0,0,2011-04-21
83,84,420.0,0,4,4,4,16,4.9829807,0,0,2011-04-22
84,85,511.0,1,5,4,4,16,4.9698315,0,0,2011-04-23
85,86,378.0,1,6,4,4,16,4.9698315,0,2,2011-04-24
86,87,326.0,0,0,4,4,17,4.9698315,0,0,2011-04-25
87,88,291.0,0,1,4,4,17,4.9698315,0,1,2011-04-26
88,89,267.0,0,2,4,4,17,4.9698315,0,0,2011-04-27
89,90,328.0,0,3,4,4,17,4.9698315,0,0,2011-04-28
90,91,571.0,0,4,5,4,17,4.9698315,0,0,2011-04-29
91,92,560.0,1,5,5,4,17,4.9589715,0,0,2011-04-30
92,93,491.0,1,6,1,5,17,4.9589715,2,0,2011-05-01
93,94,374.0,0,0,1,5,18,4.9589715,2,0,2011-05-02
94,95,439.0,0,1,1,5,18,4.9589715,3,0,2011-05-03
95,96,337.0,0,2,1,5,18,4.9589715,1,0,2011-05-04
96,97,336.0,0,3,1,5,18,4.9589715,3,1,2011-05-05
97,98,364.0,0,4,1,5,18,4.9589715,3,0,2011-05-06
98,99,502.0,1,5,1,5,18,4.9470615,2,0,2011-05-07
99,100,288.0,1,6,2,5,18,4.9470615,2,1,2011-05-08
100,101,315.0,0,0,2,5,19,4.9470615,3,0,2011-05-09
101,102,339.0,0,1,2,5,19,4.9470615,1,0,2011-05-10
102,103,315.0,0,2,2,5,19,4.9470615,2,0,2011-05-11
103,104,310.0,0,3,2,5,19,4.9470615,2,0,2011-05-12
104,105,508.0,0,4,2,5,19,4.9470615,1,0,2011-05-13
105,106,522.0,1,5,2,5,19,4.9648566,1,0,2011-05-14
106,107,506.0,1,6,3,5,19,4.9648566,2,0,2011-05-15
107,108,313.0,0,0,3,5,20,4.9648566,0,0,2011-05-16
108,109,298.0,0,1,3,5,20,4.9648566,0,0,2011-05-17
109,110,257.0,0,2,3,5,20,4.9648566,0,0,2011-05-18
110,111,261.0,0,3,3,5,20,4.9648566,0,0,2011-05-19
111,112,393.0,0,4,3,5,20,4.9648566,0,0,2011-05-20
112,113,471.0,1,5,3,5,20,4.963699,0,0,2011-05-21
113,114,356.0,1,6,4,5,20,4.963699,0,0,2011-05-22
114,115,307.0,0,0,4,5,21,4.963699,0,0,2011-05-23
115,116,331.0,0,1,4,5,21,4.963699,0,0,2011-05-24
116,117,247.0,0,2,4,5,21,4.963699,0,0,2011-05-25
