,d,sales,tm_w_end,tm_dw,tm_wm,tm_m,tm_w,sell_price,snap_count,is_event,date
0,1,108.0,1,5,5,1,4,3.732528,0,0,2011-01-29
1,2,83.0,1,6,5,1,4,3.732528,0,0,2011-01-30
2,3,77.0,0,0,5,1,5,3.732528,0,0,2011-01-31
3,4,61.0,0,1,1,2,5,3.732528,2,0,2011-02-01
4,5,0.0,0,2,1,2,5,3.732528,2,0,2011-02-02
5,6,51.0,0,3,1,2,5,3.732528,3,0,2011-02-03
6,7,85.0,0,4,1,2,5,3.732528,1,0,2011-02-04
7,8,125.0,1,5,1,2,5,3.867859,3,0,2011-02-05
8,9,67.0,1,6,1,2,5,3.867859,3,1,2011-02-06
9,10,54.0,0,0,1,2,6,3.867859,2,0,2011-02-07
10,11,42.0,0,1,2,2,6,3.867859,2,0,2011-02-08
11,12,59.0,0,2,2,2,6,3.867859,3,0,2011-02-09
12,13,56.0,0,3,2,2,6,3.867859,1,0,2011-02-10
13,14,74.0,0,4,2,2,6,3.867859,2,0,2011-02-11
14,15,70.0,1,5,2,2,6,3.867859,2,0,2011-02-12
15,16,94.0,1,6,2,2,6,3.867859,1,0,2011-02-13
16,17,70.0,0,0,2,2,7,3.867859,1,1,2011-02-14
17,18,75.0,0,1,3,2,7,3.867859,2,0,2011-02-15
18,19,69.0,0,2,3,2,7,3.867859,0,0,2011-02-16
19,20,59.0,0,3,3,2,7,3.867859,0,0,2011-02-17
20,21,76.0,0,4,3,2,7,3.867859,0,0,2011-02-18
21,22,76.0,1,5,3,2,7,3.8395507,0,0,2011-02-19
22,23,67.0,1,6,3,2,7,3.8395507,0,0,2011-02-20
23,24,32.0,0,0,3,2,8,3.8395507,0,1,2011-02-21
24,25,42.0,0,1,4,2,8,3.8395507,0,0,2011-02-22
25,26,68.0,0,2,4,2,8,3.8395507,0,0,2011-02-23
26,27,47.0,0,3,4,2,8,3.8395507,0,0,2011-02-24
27,28,69.0,0,4,4,2,8,3.8395507,0,0,2011-02-25
28,29,87.0,1,5,4,2,8,3.8121927,0,0,2011-02-26
29,30,77.0,1,6,4,2,8,3.8121927,0,0,2011-02-27
30,31,82.0,0,0,4,2,9,3.8121927,0,0,2011-02-28
31,32,75.0,0,1,1,3,9,3.8121927,2,0,2011-03-01
32,33,68.0,0,2,1,3,9,3.8121927,2,0,2011-03-02
33,34,73.0,0,3,1,3,9,3.8121927,3,0,2011-03-03
34,35,63.0,0,4,1,3,9,3.8121927,1,0,2011-03-04
35,36,95.0,1,5,1,3,9,3.764631,3,0,2011-03-05
36,37,79.0,1,6,1,3,9,3.764631,3,0,2011-03-06
37,38,54.0,0,0,1,3,10,3.764631,2,0,2011-03-07
38,39,67.0,0,1,2,3,10,3.764631,2,0,2011-03-08
39,40,51.0,0,2,2,3,10,3.764631,3,1,2011-03-09
40,41,38.0,0,3,2,3,10,3.764631,1,0,2011-03-10
