,d,sales,tm_w_end,tm_dw,tm_wm,tm_m,tm_w,sell_price,snap_count,is_event,date
0,1,155.0,1,5,5,1,4,3.5020247,0,0,2011-01-29
1,2,128.0,1,6,5,1,4,3.5020247,0,0,2011-01-30
2,3,199.0,0,0,5,1,5,3.5020247,0,0,2011-01-31
3,4,244.0,0,1,1,2,5,3.5020247,2,0,2011-02-01
4,5,147.0,0,2,1,2,5,3.5020247,2,0,2011-02-02
5,6,218.0,0,3,1,2,5,3.5020247,3,0,2011-02-03
6,7,181.0,0,4,1,2,5,3.5020247,1,0,2011-02-04
7,8,181.0,1,5,1,2,5,3.6106975,3,0,2011-02-05
8,9,239.0,1,6,1,2,5,3.6106975,3,1,2011-02-06
9,10,217.0,0,0,1,2,6,3.6106975,2,0,2011-02-07
10,11,175.0,0,1,2,2,6,3.6106975,2,0,2011-02-08
11,12,249.0,0,2,2,2,6,3.6106975,3,0,2011-02-09
12,13,261.0,0,3,2,2,6,3.6106975,1,0,2011-02-10
13,14,281.0,0,4,2,2,6,3.6106975,2,0,2011-02-11
14,15,282.0,1,5,2,2,6,3.6219075,2,0,2011-02-12
15,16,220.0,1,6,2,2,6,3.6219075,1,0,2011-02-13
16,17,121.0,0,0,2,2,7,3.6219075,1,1,2011-02-14
17,18,333.0,0,1,3,2,7,3.6219075,2,0,2011-02-15
18,19,247.0,0,2,3,2,7,3.6219075,0,0,2011-02-16
19,20,213.0,0,3,3,2,7,3.6219075,0,0,2011-02-17
20,21,147.0,0,4,3,2,7,3.6219075,0,0,2011-02-18
21,22,186.0,1,5,3,2,7,3.6155531,0,0,2011-02-19
22,23,200.0,1,6,3,2,7,3.6155531,0,0,2011-02-20
23,24,129.0,0,0,3,2,8,3.6155531,0,1,2011-02-21
24,25,174.0,0,1,4,2,8,3.6155531,0,0,2011-02-22
25,26,217.0,0,2,4,2,8,3.6155531,0,0,2011-02-23
26,27,153.0,0,3,4,2,8,3.6155531,0,0,2011-02-24
27,28,133.0,0,4,4,2,8,3.6155531,0,0,2011-02-25
28,29,203.0,1,5,4,2,8,3.597457,0,0,2011-02-26
29,30,212.0,1,6,4,2,8,3.597457,0,0,2011-02-27
30,31,164.0,0,0,4,2,9,3.597457,0,0,2011-02-28
31,32,203.0,0,1,1,3,9,3.597457,2,0,2011-03-01
32,33,225.0,0,2,1,3,9,3.597457,2,0,2011-03-02
33,34,264.0,0,3,1,3,9,3.597457,3,0,2011-03-03
34,35,189.0,0,4,1,3,9,3.597457,1,0,2011-03-04
35,36,195.0,1,5,1,3,9,3.6251173,3,0,2011-03-05
36,37,271.0,1,6,1,3,9,3.6251173,3,0,2011-03-06
37,38,170.0,0,0,1,3,10,3.6251173,2,0,2011-03-07
38,39,246.0,0,1,2,3,10,3.6251173,2,0,2011-03-08
39,40,209.0,0,2,2,3,10,3.6251173,3,1,2011-03-09
40,41,160.0,0,3,2,3,10,3.6251173,1,0,2011-03-10
41,42,165.0,0,4,2,3,10,3.6251173,2,0,2011-03-11
42,43,265.0,1,5,2,3,10,3.6251173,2,0,2011-03-12
43,44,179.0,1,6,2,3,10,3.6251173,1,0,2011-03-13
44,45,240.0,0,0,2,3,11,3.6251173,1,0,2011-03-14
45,46,256.0,0,1,3,3,11,3.6251173,2,0,2011-03-15
46,47,202.0,0,2,3,3,11,3.6251173,0,1,2011-03-16
47,48,165.0,0,3,3,3,11,3.6251173,0,1,2011-03-17
48,49,141.0,0,4,3,3,11,3.6251173,0,0,2011-03-18
49,50,183.0,1,5,3,3,11,3.5410826,0,0,2011-03-19
50,51,169.0,1,6,3,3,11,3.5410826,0,1,2011-03-20
