,d,sales,tm_w_end,tm_dw,tm_wm,tm_m,tm_w,sell_price,snap_count,is_event,date
0,1,598.0,1,5,5,1,4,4.899781,0,0,2011-01-29
1,2,433.0,1,6,5,1,4,4.899781,0,0,2011-01-30
2,3,317.0,0,0,5,1,5,4.899781,0,0,2011-01-31
3,4,131.0,0,1,1,2,5,4.899781,2,0,2011-02-01
4,5,0.0,0,2,1,2,5,4.899781,2,0,2011-02-02
5,6,460.0,0,3,1,2,5,4.899781,3,0,2011-02-03
6,7,726.0,0,4,1,2,5,4.899781,1,0,2011-02-04
7,8,628.0,1,5,1,2,5,5.1288486,3,0,2011-02-05
8,9,318.0,1,6,1,2,5,5.1288486,3,1,2011-02-06
9,10,236.0,0,0,1,2,6,5.1288486,2,0,2011-02-07
10,11,287.0,0,1,2,2,6,5.1288486,2,0,2011-02-08
11,12,254.0,0,2,2,2,6,5.1288486,3,0,2011-02-09
12,13,243.0,0,3,2,2,6,5.1288486,1,0,2011-02-10
13,14,334.0,0,4,2,2,6,5.1288486,2,0,2011-02-11
14,15,590.0,1,5,2,2,6,5.1130958,2,0,2011-02-12
15,16,275.0,1,6,2,2,6,5.1130958,1,0,2011-02-13
16,17,340.0,0,0,2,2,7,5.1130958,1,1,2011-02-14
17,18,306.0,0,1,3,2,7,5.1130958,2,0,2011-02-15
18,19,253.0,0,2,3,2,7,5.1130958,0,0,2011-02-16
19,20,276.0,0,3,3,2,7,5.1130958,0,0,2011-02-17
20,21,340.0,0,4,3,2,7,5.1130958,0,0,2011-02-18
21,22,632.0,1,5,3,2,7,5.1149197,0,0,2011-02-19
22,23,303.0,1,6,3,2,7,5.1149197,0,0,2011-02-20
23,24,160.0,0,0,3,2,8,5.1149197,0,1,2011-02-21
24,25,138.0,0,1,4,2,8,5.1149197,0,0,2011-02-22
25,26,333.0,0,2,4,2,8,5.1149197,0,0,2011-02-23
26,27,277.0,0,3,4,2,8,5.1149197,0,0,2011-02-24
27,28,324.0,0,4,4,2,8,5.1149197,0,0,2011-02-25
28,29,507.0,1,5,4,2,8,5.127171,0,0,2011-02-26
29,30,193.0,1,6,4,2,8,5.127171,0,0,2011-02-27
30,31,135.0,0,0,4,2,9,5.127171,0,0,2011-02-28
31,32,167.0,0,1,1,3,9,5.127171,2,0,2011-03-01
32,33,157.0,0,2,1,3,9,5.127171,2,0,2011-03-02
33,34,170.0,0,3,1,3,9,5.127171,3,0,2011-03-03
34,35,154.0,0,4,1,3,9,5.127171,1,0,2011-03-04
35,36,174.0,1,5,1,3,9,5.1218,3,0,2011-03-05
36,37,455.0,1,6,1,3,9,5.1218,3,0,2011-03-06
37,38,385.0,0,0,1,3,10,5.1218,2,0,2011-03-07
38,39,297.0,0,1,2,3,10,5.1218,2,0,2011-03-08
39,40,257.0,0,2,2,3,10,5.1218,3,1,2011-03-09
40,41,419.0,0,3,2,3,10,5.1218,1,0,2011-03-10
41,42,357.0,0,4,2,3,10,5.1218,2,0,2011-03-11
42,43,530.0,1,5,2,3,10,5.209051,2,0,2011-03-12
43,44,389.0,1,6,2,3,10,5.209051,1,0,2011-03-13
44,45,283.0,0,0,2,3,11,5.209051,1,0,2011-03-14
45,46,337.0,0,1,3,3,11,5.209051,2,0,2011-03-15
46,47,312.0,0,2,3,3,11,5.209051,0,1,2011-03-16
47,48,343.0,0,3,3,3,11,5.209051,0,1,2011-03-17
48,49,371.0,0,4,3,3,11,5.209051,0,0,2011-03-18
49,50,487.0,1,5,3,3,11,5.2198296,0,0,2011-03-19
50,51,297.0,1,6,3,3,11,5.2198296,0,1,2011-03-20
51,52,255.0,0,0,3,3,12,5.2198296,0,0,2011-03-21
52,53,172.0,0,1,4,3,12,5.2198296,0,0,2011-03-22
53,54,241.0,0,2,4,3,12,5.2198296,0,0,2011-03-23
54,55,251.0,0,3,4,3,12,5.2198296,0,0,2011-03-24
55,56,439.0,0,4,4,3,12,5.2198296,0,0,2011-03-25
56,57,534.0,1,5,4,3,12,5.256881,0,0,2011-03-26
57,58,343.0,1,6,4,3,12,5.256881,0,0,2011-03-27
58,59,213.0,0,0,4,3,13,5.256881,0,0,2011-03-28
59,60,258.0,0,1,5,3,13,5.256881,0,0,2011-03-29
60,61,355.0,0,2,5,3,13,5.256881,0,0,2011-03-30
61,62,436.0,0,3,5,3,13,5.256881,0,0,2011-03-31
62,63,407.0,0,4,1,4,13,5.256881,2,0,2011-04-01
63,64,588.0,1,5,1,4,13,5.298614,2,0,2011-04-02
64,65,390.0,1,6,1,4,13,5.298614,3,0,2011-04-03
65,66,341.0,0,0,1,4,14,5.298614,1,0,2011-04-04
66,67,272.0,0,1,1,4,14,5.298614,3,0,2011-04-05
67,68,276.0,0,2,1,4,14,5.298614,3,0,2011-04-06
68,69,203.0,0,3,1,4,14,5.298614,2,0,2011-04-07
69,70,413.0,0,4,2,4,14,5.298614,2,0,2011-04-08
70,71,531.0,1,5,2,4,14,5.373061,3,0,2011-04-09
71,72,292.0,1,6,2,4,14,5.373061,1,0,2011-04-10
72,73,357.0,0,0,2,4,15,5.373061,2,0,2011-04-11
73,74,259.0,0,1,2,4,15,5.373061,2,0,2011-04-12
74,75,279.0,0,2,2,4,15,5.373061,1,0,2011-04-13
75,76,315.0,0,3,2,4,15,5.373061,1,0,2011-04-14
76,77,259.0,0,4,3,4,15,5.373061,2,0,2011-04-15
77,78,491.0,1,5,3,4,15,5.375537,0,0,2011-04-16
78,79,322.0,1,6,3,4,15,5.375537,0,0,2011-04-17
79,80,295.0,0,0,3,4,16,5.375537,0,0,2011-04-18
80,81,329.0,0,1,3,4,16,5.375537,0,0,2011-04-19
81,82,214.0,0,2,3,4,16,5.375537,0,0,2011-04-20
82,83,250.0,0,3,3,4,16,5.375537,0,0,2011-04-21
83,84,295.0,0,4,4,4,16,5.375537,0,0,2011-04-22
84,85,360.0,1,5,4,4,16,5.4138474,0,0,2011-04-23
85,86,147.0,1,6,4,4,16,5.4138474,0,2,2011-04-24
86,87,338.0,0,0,4,4,17,5.4138474,0,0,2011-04-25
87,88,284.0,0,1,4,4,17,5.4138474,0,1,2011-04-26
88,89,234.0,0,2,4,4,17,5.4138474,0,0,2011-04-27
89,90,391.0,0,3,4,4,17,5.4138474,0,0,2011-04-28
90,91,334.0,0,4,5,4,17,5.4138474,0,0,2011-04-29
91,92,530.0,1,5,5,4,17,5.3845897,0,0,2011-04-30
92,93,350.0,1,6,1,5,17,5.3845897,2,0,2011-05-01
93,94,241.0,0,0,1,5,18,5.3845897,2,0,2011-05-02
94,95,329.0,0,1,1,5,18,5.3845897,3,0,2011-05-03
95,96,289.0,0,2,1,5,18,5.3845897,1,0,2011-05-04
96,97,360.0,0,3,1,5,18,5.3845897,3,1,2011-05-05
97,98,307.0,0,4,1,5,18,5.3845897,3,0,2011-05-06
98,99,464.0,1,5,1,5,18,5.4119253,2,0,2011-05-07
99,100,242.0,1,6,2,5,18,5.4119253,2,1,2011-05-08
100,101,209.0,0,0,2,5,19,5.4119253,3,0,2011-05-09
101,102,268.0,0,1,2,5,19,5.4119253,1,0,2011-05-10
102,103,261.0,0,2,2,5,19,5.4119253,2,0,2011-05-11
103,104,382.0,0,3,2,5,19,5.4119253,2,0,2011-05-12
104,105,475.0,0,4,2,5,19,5.4119253,1,0,2011-05-13
105,106,481.0,1,5,2,5,19,5.4046626,1,0,2011-05-14
106,107,432.0,1,6,3,5,19,5.4046626,2,0,2011-05-15
107,108,420.0,0,0,3,5,20,5.4046626,0,0,2011-05-16
108,109,236.0,0,1,3,5,20,5.4046626,0,0,2011-05-17
109,110,347.0,0,2,3,5,20,5.4046626,0,0,2011-05-18
