,d,sales,tm_w_end,tm_dw,tm_wm,tm_m,tm_w,sell_price,snap_count,is_event,date
0,1,152.0,1,5,5,1,4,3.0124712,0,0,2011-01-29
1,2,154.0,1,6,5,1,4,3.0124712,0,0,2011-01-30
2,3,109.0,0,0,5,1,5,3.0124712,0,0,2011-01-31
3,4,126.0,0,1,1,2,5,3.0124712,2,0,2011-02-01
4,5,108.0,0,2,1,2,5,3.0124712,2,0,2011-02-02
5,6,153.0,0,3,1,2,5,3.0124712,3,0,2011-02-03
6,7,72.0,0,4,1,2,5,3.0124712,1,0,2011-02-04
7,8,126.0,1,5,1,2,5,3.0894957,3,0,2011-02-05
8,9,119.0,1,6,1,2,5,3.0894957,3,1,2011-02-06
9,10,95.0,0,0,1,2,6,3.0894957,2,0,2011-02-07
10,11,96.0,0,1,2,2,6,3.0894957,2,0,2011-02-08
11,12,130.0,0,2,2,2,6,3.0894957,3,0,2011-02-09
12,13,177.0,0,3,2,2,6,3.0894957,1,0,2011-02-10
13,14,132.0,0,4,2,2,6,3.0894957,2,0,2011-02-11
14,15,170.0,1,5,2,2,6,3.0694115,2,0,2011-02-12
15,16,196.0,1,6,2,2,6,3.0694115,1,0,2011-02-13
16,17,134.0,0,0,2,2,7,3.0694115,1,1,2011-02-14
17,18,83.0,0,1,3,2,7,3.0694115,2,0,2011-02-15
18,19,120.0,0,2,3,2,7,3.0694115,0,0,2011-02-16
19,20,89.0,0,3,3,2,7,3.0694115,0,0,2011-02-17
20,21,100.0,0,4,3,2,7,3.0694115,0,0,2011-02-18
21,22,142.0,1,5,3,2,7,3.0754128,0,0,2011-02-19
22,23,126.0,1,6,3,2,7,3.0754128,0,0,2011-02-20
23,24,108.0,0,0,3,2,8,3.0754128,0,1,2011-02-21
24,25,93.0,0,1,4,2,8,3.0754128,0,0,2011-02-22
25,26,73.0,0,2,4,2,8,3.0754128,0,0,2011-02-23
26,27,83.0,0,3,4,2,8,3.0754128,0,0,2011-02-24
27,28,96.0,0,4,4,2,8,3.0754128,0,0,2011-02-25
28,29,122.0,1,5,4,2,8,3.0657244,0,0,2011-02-26
29,30,128.0,1,6,4,2,8,3.0657244,0,0,2011-02-27
30,31,135.0,0,0,4,2,9,3.0657244,0,0,2011-02-28
31,32,93.0,0,1,1,3,9,3.0657244,2,0,2011-03-01
32,33,86.0,0,2,1,3,9,3.0657244,2,0,2011-03-02
33,34,102.0,0,3,1,3,9,3.0657244,3,0,2011-03-03
34,35,72.0,0,4,1,3,9,3.0657244,1,0,2011-03-04
35,36,120.0,1,5,1,3,9,3.0657244,3,0,2011-03-05
36,37,174.0,1,6,1,3,9,3.0657244,3,0,2011-03-06
37,38,157.0,0,0,1,3,10,3.0657244,2,0,2011-03-07
38,39,97.0,0,1,2,3,10,3.0657244,2,0,2011-03-08
39,40,111.0,0,2,2,3,10,3.0657244,3,1,2011-03-09
40,41,104.0,0,3,2,3,10,3.0657244,1,0,2011-03-10
41,42,93.0,0,4,2,3,10,3.0657244,2,0,2011-03-11
42,43,135.0,1,5,2,3,10,3.0657244,2,0,2011-03-12
43,44,96.0,1,6,2,3,10,3.0657244,1,0,2011-03-13
44,45,105.0,0,0,2,3,11,3.0657244,1,0,2011-03-14
45,46,124.0,0,1,3,3,11,3.0657244,2,0,2011-03-15
46,47,90.0,0,2,3,3,11,3.0657244,0,1,2011-03-16
47,48,112.0,0,3,3,3,11,3.0657244,0,1,2011-03-17
48,49,116.0,0,4,3,3,11,3.0657244,0,0,2011-03-18
49,50,128.0,1,5,3,3,11,3.017424,0,0,2011-03-19
50,51,112.0,1,6,3,3,11,3.017424,0,1,2011-03-20
51,52,105.0,0,0,3,3,12,3.017424,0,0,2011-03-21
52,53,82.0,0,1,4,3,12,3.017424,0,0,2011-03-22
53,54,119.0,0,2,4,3,12,3.017424,0,0,2011-03-23
54,55,110.0,0,3,4,3,12,3.017424,0,0,2011-03-24
55,56,106.0,0,4,4,3,12,3.017424,0,0,2011-03-25
56,57,115.0,1,5,4,3,12,3.0550086,0,0,2011-03-26
57,58,123.0,1,6,4,3,12,3.0550086,0,0,2011-03-27
58,59,61.0,0,0,4,3,13,3.0550086,0,0,2011-03-28
59,60,102.0,0,1,5,3,13,3.0550086,0,0,2011-03-29
60,61,83.0,0,2,5,3,13,3.0550086,0,0,2011-03-30
61,62,95.0,0,3,5,3,13,3.0550086,0,0,2011-03-31
62,63,148.0,0,4,1,4,13,3.0550086,2,0,2011-04-01
63,64,102.0,1,5,1,4,13,3.0547438,2,0,2011-04-02
64,65,128.0,1,6,1,4,13,3.0547438,3,0,2011-04-03
65,66,75.0,0,0,1,4,14,3.0547438,1,0,2011-04-04
66,67,95.0,0,1,1,4,14,3.0547438,3,0,2011-04-05
67,68,82.0,0,2,1,4,14,3.0547438,3,0,2011-04-06
68,69,143.0,0,3,1,4,14,3.0547438,2,0,2011-04-07
69,70,113.0,0,4,2,4,14,3.0547438,2,0,2011-04-08
70,71,116.0,1,5,2,4,14,3.0472698,3,0,2011-04-09
71,72,123.0,1,6,2,4,14,3.0472698,1,0,2011-04-10
72,73,98.0,0,0,2,4,15,3.0472698,2,0,2011-04-11
73,74,67.0,0,1,2,4,15,3.0472698,2,0,2011-04-12
74,75,111.0,0,2,2,4,15,3.0472698,1,0,2011-04-13
75,76,93.0,0,3,2,4,15,3.0472698,1,0,2011-04-14
76,77,132.0,0,4,3,4,15,3.0472698,2,0,2011-04-15
77,78,118.0,1,5,3,4,15,3.0112183,0,0,2011-04-16
78,79,128.0,1,6,3,4,15,3.0112183,0,0,2011-04-17
79,80,93.0,0,0,3,4,16,3.0112183,0,0,2011-04-18
80,81,77.0,0,1,3,4,16,3.0112183,0,0,2011-04-19
81,82,86.0,0,2,3,4,16,3.0112183,0,0,2011-04-20
82,83,95.0,0,3,3,4,16,3.0112183,0,0,2011-04-21
83,84,118.0,0,4,4,4,16,3.0112183,0,0,2011-04-22
84,85,158.0,1,5,4,4,16,3.022753,0,0,2011-04-23
85,86,169.0,1,6,4,4,16,3.022753,0,2,2011-04-24
86,87,98.0,0,0,4,4,17,3.022753,0,0,2011-04-25
87,88,85.0,0,1,4,4,17,3.022753,0,1,2011-04-26
88,89,45.0,0,2,4,4,17,3.022753,0,0,2011-04-27
89,90,78.0,0,3,4,4,17,3.022753,0,0,2011-04-28
90,91,107.0,0,4,5,4,17,3.022753,0,0,2011-04-29
91,92,127.0,1,5,5,4,17,3.3202722,0,0,2011-04-30
92,93,125.0,1,6,1,5,17,3.3202722,2,0,2011-05-01
93,94,100.0,0,0,1,5,18,3.3202722,2,0,2011-05-02
94,95,136.0,0,1,1,5,18,3.3202722,3,0,2011-05-03
95,96,86.0,0,2,1,5,18,3.3202722,1,0,2011-05-04
96,97,186.0,0,3,1,5,18,3.3202722,3,1,2011-05-05
97,98,103.0,0,4,1,5,18,3.3202722,3,0,2011-05-06
98,99,149.0,1,5,1,5,18,3.3225336,2,0,2011-05-07
99,100,120.0,1,6,2,5,18,3.3225336,2,1,2011-05-08
100,101,110.0,0,0,2,5,19,3.3225336,3,0,2011-05-09
