,d,sales,tm_w_end,tm_dw,tm_wm,tm_m,tm_w,sell_price,snap_count,is_event,date
0,1,457.0,1,5,5,1,4,4.924808,0,0,2011-01-29
1,2,521.0,1,6,5,1,4,4.924808,0,0,2011-01-30
2,3,415.0,0,0,5,1,5,4.924808,0,0,2011-01-31
3,4,480.0,0,1,1,2,5,4.924808,2,0,2011-02-01
4,5,420.0,0,2,1,2,5,4.924808,2,0,2011-02-02
5,6,408.0,0,3,1,2,5,4.924808,3,0,2011-02-03
6,7,486.0,0,4,1,2,5,4.924808,1,0,2011-02-04
7,8,555.0,1,5,1,2,5,4.931235,3,0,2011-02-05
8,9,563.0,1,6,1,2,5,4.931235,3,1,2011-02-06
9,10,456.0,0,0,1,2,6,4.931235,2,0,2011-02-07
10,11,331.0,0,1,2,2,6,4.931235,2,0,2011-02-08
11,12,358.0,0,2,2,2,6,4.931235,3,0,2011-02-09
12,13,408.0,0,3,2,2,6,4.931235,1,0,2011-02-10
13,14,460.0,0,4,2,2,6,4.931235,2,0,2011-02-11
14,15,568.0,1,5,2,2,6,4.9584403,2,0,2011-02-12
15,16,588.0,1,6,2,2,6,4.9584403,1,0,2011-02-13
16,17,396.0,0,0,2,2,7,4.9584403,1,1,2011-02-14
17,18,542.0,0,1,3,2,7,4.9584403,2,0,2011-02-15
18,19,455.0,0,2,3,2,7,4.9584403,0,0,2011-02-16
19,20,391.0,0,3,3,2,7,4.9584403,0,0,2011-02-17
20,21,422.0,0,4,3,2,7,4.9584403,0,0,2011-02-18
21,22,675.0,1,5,3,2,7,4.9422,0,0,2011-02-19
22,23,693.0,1,6,3,2,7,4.9422,0,0,2011-02-20
23,24,659.0,0,0,3,2,8,4.9422,0,1,2011-02-21
24,25,553.0,0,1,4,2,8,4.9422,0,0,2011-02-22
25,26,482.0,0,2,4,2,8,4.9422,0,0,2011-02-23
26,27,460.0,0,3,4,2,8,4.9422,0,0,2011-02-24
27,28,486.0,0,4,4,2,8,4.9422,0,0,2011-02-25
28,29,631.0,1,5,4,2,8,5.0220337,0,0,2011-02-26
29,30,567.0,1,6,4,2,8,5.0220337,0,0,2011-02-27
30,31,577.0,0,0,4,2,9,5.0220337,0,0,2011-02-28
31,32,445.0,0,1,1,3,9,5.0220337,2,0,2011-03-01
32,33,471.0,0,2,1,3,9,5.0220337,2,0,2011-03-02
33,34,441.0,0,3,1,3,9,5.0220337,3,0,2011-03-03
34,35,474.0,0,4,1,3,9,5.0220337,1,0,2011-03-04
35,36,593.0,1,5,1,3,9,5.032445,3,0,2011-03-05
36,37,702.0,1,6,1,3,9,5.032445,3,0,2011-03-06
37,38,511.0,0,0,1,3,10,5.032445,2,0,2011-03-07
38,39,450.0,0,1,2,3,10,5.032445,2,0,2011-03-08
39,40,435.0,0,2,2,3,10,5.032445,3,1,2011-03-09
40,41,470.0,0,3,2,3,10,5.032445,1,0,2011-03-10
41,42,549.0,0,4,2,3,10,5.032445,2,0,2011-03-11
42,43,668.0,1,5,2,3,10,5.1120963,2,0,2011-03-12
43,44,779.0,1,6,2,3,10,5.1120963,1,0,2011-03-13
44,45,617.0,0,0,2,3,11,5.1120963,1,0,2011-03-14
45,46,587.0,0,1,3,3,11,5.1120963,2,0,2011-03-15
