,d,sales,tm_w_end,tm_dw,tm_wm,tm_m,tm_w,sell_price,snap_count,is_event,date
0,1,113.0,1,5,5,1,4,2.8947144,0,0,2011-01-29
1,2,124.0,1,6,5,1,4,2.8947144,0,0,2011-01-30
2,3,75.0,0,0,5,1,5,2.8947144,0,0,2011-01-31
3,4,97.0,0,1,1,2,5,2.8947144,2,0,2011-02-01
4,5,107.0,0,2,1,2,5,2.8947144,2,0,2011-02-02
5,6,84.0,0,3,1,2,5,2.8947144,3,0,2011-02-03
6,7,100.0,0,4,1,2,5,2.8947144,1,0,2011-02-04
7,8,111.0,1,5,1,2,5,3.0266979,3,0,2011-02-05
8,9,87.0,1,6,1,2,5,3.0266979,3,1,2011-02-06
9,10,66.0,0,0,1,2,6,3.0266979,2,0,2011-02-07
10,11,93.0,0,1,2,2,6,3.0266979,2,0,2011-02-08
11,12,54.0,0,2,2,2,6,3.0266979,3,0,2011-02-09
12,13,80.0,0,3,2,2,6,3.0266979,1,0,2011-02-10
13,14,112.0,0,4,2,2,6,3.0266979,2,0,2011-02-11
14,15,106.0,1,5,2,2,6,3.0157757,2,0,2011-02-12
15,16,131.0,1,6,2,2,6,3.0157757,1,0,2011-02-13
16,17,109.0,0,0,2,2,7,3.0157757,1,1,2011-02-14
17,18,70.0,0,1,3,2,7,3.0157757,2,0,2011-02-15
18,19,75.0,0,2,3,2,7,3.0157757,0,0,2011-02-16
19,20,82.0,0,3,3,2,7,3.0157757,0,0,2011-02-17
20,21,114.0,0,4,3,2,7,3.0157757,0,0,2011-02-18
21,22,118.0,1,5,3,2,7,2.9892018,0,0,2011-02-19
22,23,93.0,1,6,3,2,7,2.9892018,0,0,2011-02-20
23,24,95.0,0,0,3,2,8,2.9892018,0,1,2011-02-21
24,25,96.0,0,1,4,2,8,2.9892018,0,0,2011-02-22
25,26,79.0,0,2,4,2,8,2.9892018,0,0,2011-02-23
26,27,80.0,0,3,4,2,8,2.9892018,0,0,2011-02-24
27,28,79.0,0,4,4,2,8,2.9892018,0,0,2011-02-25
28,29,76.0,1,5,4,2,8,2.989011,0,0,2011-02-26
29,30,117.0,1,6,4,2,8,2.989011,0,0,2011-02-27
30,31,96.0,0,0,4,2,9,2.989011,0,0,2011-02-28
31,32,77.0,0,1,1,3,9,2.989011,2,0,2011-03-01
32,33,92.0,0,2,1,3,9,2.989011,2,0,2011-03-02
33,34,84.0,0,3,1,3,9,2.989011,3,0,2011-03-03
34,35,112.0,0,4,1,3,9,2.989011,1,0,2011-03-04
35,36,94.0,1,5,1,3,9,2.9868712,3,0,2011-03-05
36,37,138.0,1,6,1,3,9,2.9868712,3,0,2011-03-06
37,38,103.0,0,0,1,3,10,2.9868712,2,0,2011-03-07
38,39,89.0,0,1,2,3,10,2.9868712,2,0,2011-03-08
39,40,103.0,0,2,2,3,10,2.9868712,3,1,2011-03-09
40,41,83.0,0,3,2,3,10,2.9868712,1,0,2011-03-10
41,42,107.0,0,4,2,3,10,2.9868712,2,0,2011-03-11
42,43,82.0,1,5,2,3,10,2.9868712,2,0,2011-03-12
43,44,79.0,1,6,2,3,10,2.9868712,1,0,2011-03-13
44,45,81.0,0,0,2,3,11,2.9868712,1,0,2011-03-14
45,46,98.0,0,1,3,3,11,2.9868712,2,0,2011-03-15
46,47,100.0,0,2,3,3,11,2.9868712,0,1,2011-03-16
47,48,100.0,0,3,3,3,11,2.9868712,0,1,2011-03-17
48,49,105.0,0,4,3,3,11,2.9868712,0,0,2011-03-18
49,50,109.0,1,5,3,3,11,2.9868712,0,0,2011-03-19
50,51,83.0,1,6,3,3,11,2.9868712,0,1,2011-03-20
51,52,104.0,0,0,3,3,12,2.9868712,0,0,2011-03-21
52,53,102.0,0,1,4,3,12,2.9868712,0,0,2011-03-22
53,54,97.0,0,2,4,3,12,2.9868712,0,0,2011-03-23
54,55,118.0,0,3,4,3,12,2.9868712,0,0,2011-03-24
55,56,136.0,0,4,4,3,12,2.9868712,0,0,2011-03-25
56,57,145.0,1,5,4,3,12,3.0270922,0,0,2011-03-26
57,58,103.0,1,6,4,3,12,3.0270922,0,0,2011-03-27
58,59,113.0,0,0,4,3,13,3.0270922,0,0,2011-03-28
59,60,91.0,0,1,5,3,13,3.0270922,0,0,2011-03-29
60,61,81.0,0,2,5,3,13,3.0270922,0,0,2011-03-30
61,62,99.0,0,3,5,3,13,3.0270922,0,0,2011-03-31
62,63,110.0,0,4,1,4,13,3.0270922,2,0,2011-04-01
63,64,122.0,1,5,1,4,13,3.0118752,2,0,2011-04-02
64,65,145.0,1,6,1,4,13,3.0118752,3,0,2011-04-03
65,66,105.0,0,0,1,4,14,3.0118752,1,0,2011-04-04
66,67,84.0,0,1,1,4,14,3.0118752,3,0,2011-04-05
67,68,85.0,0,2,1,4,14,3.0118752,3,0,2011-04-06
68,69,94.0,0,3,1,4,14,3.0118752,2,0,2011-04-07
69,70,95.0,0,4,2,4,14,3.0118752,2,0,2011-04-08
70,71,86.0,1,5,2,4,14,3.0146081,3,0,2011-04-09
71,72,137.0,1,6,2,4,14,3.0146081,1,0,2011-04-10
72,73,103.0,0,0,2,4,15,3.0146081,2,0,2011-04-11
73,74,84.0,0,1,2,4,15,3.0146081,2,0,2011-04-12
74,75,95.0,0,2,2,4,15,3.0146081,1,0,2011-04-13
75,76,102.0,0,3,2,4,15,3.0146081,1,0,2011-04-14
76,77,118.0,0,4,3,4,15,3.0146081,2,0,2011-04-15
77,78,133.0,1,5,3,4,15,3.027545,0,0,2011-04-16
78,79,98.0,1,6,3,4,15,3.027545,0,0,2011-04-17
79,80,92.0,0,0,3,4,16,3.027545,0,0,2011-04-18
80,81,95.0,0,1,3,4,16,3.027545,0,0,2011-04-19
81,82,105.0,0,2,3,4,16,3.027545,0,0,2011-04-20
82,83,113.0,0,3,3,4,16,3.027545,0,0,2011-04-21
83,84,132.0,0,4,4,4,16,3.027545,0,0,2011-04-22
84,85,143.0,1,5,4,4,16,3.027545,0,0,2011-04-23
85,86,112.0,1,6,4,4,16,3.027545,0,2,2011-04-24
86,87,64.0,0,0,4,4,17,3.027545,0,0,2011-04-25
87,88,58.0,0,1,4,4,17,3.027545,0,1,2011-04-26
88,89,59.0,0,2,4,4,17,3.027545,0,0,2011-04-27
89,90,78.0,0,3,4,4,17,3.027545,0,0,2011-04-28
90,91,106.0,0,4,5,4,17,3.027545,0,0,2011-04-29
91,92,87.0,1,5,5,4,17,3.0499957,0,0,2011-04-30
92,93,86.0,1,6,1,5,17,3.0499957,2,0,2011-05-01
