,d,sales,tm_w_end,tm_dw,tm_wm,tm_m,tm_w,sell_price,snap_count,is_event,date
0,1,199.0,1,5,5,1,4,5.7908883,0,0,2011-01-29
1,2,183.0,1,6,5,1,4,5.7908883,0,0,2011-01-30
2,3,117.0,0,0,5,1,5,5.7908883,0,0,2011-01-31
3,4,108.0,0,1,1,2,5,5.7908883,2,0,2011-02-01
4,5,98.0,0,2,1,2,5,5.7908883,2,0,2011-02-02
5,6,110.0,0,3,1,2,5,5.7908883,3,0,2011-02-03
6,7,133.0,0,4,1,2,5,5.7908883,1,0,2011-02-04
7,8,200.0,1,5,1,2,5,5.8361597,3,0,2011-02-05
8,9,188.0,1,6,1,2,5,5.8361597,3,1,2011-02-06
9,10,147.0,0,0,1,2,6,5.8361597,2,0,2011-02-07
10,11,119.0,0,1,2,2,6,5.8361597,2,0,2011-02-08
11,12,100.0,0,2,2,2,6,5.8361597,3,0,2011-02-09
12,13,125.0,0,3,2,2,6,5.8361597,1,0,2011-02-10
13,14,153.0,0,4,2,2,6,5.8361597,2,0,2011-02-11
14,15,218.0,1,5,2,2,6,6.01409,2,0,2011-02-12
15,16,229.0,1,6,2,2,6,6.01409,1,0,2011-02-13
16,17,114.0,0,0,2,2,7,6.01409,1,1,2011-02-14
17,18,121.0,0,1,3,2,7,6.01409,2,0,2011-02-15
18,19,129.0,0,2,3,2,7,6.01409,0,0,2011-02-16
19,20,136.0,0,3,3,2,7,6.01409,0,0,2011-02-17
20,21,156.0,0,4,3,2,7,6.01409,0,0,2011-02-18
21,22,223.0,1,5,3,2,7,6.000295,0,0,2011-02-19
22,23,231.0,1,6,3,2,7,6.000295,0,0,2011-02-20
23,24,160.0,0,0,3,2,8,6.000295,0,1,2011-02-21
24,25,136.0,0,1,4,2,8,6.000295,0,0,2011-02-22
25,26,119.0,0,2,4,2,8,6.000295,0,0,2011-02-23
26,27,134.0,0,3,4,2,8,6.000295,0,0,2011-02-24
27,28,118.0,0,4,4,2,8,6.000295,0,0,2011-02-25
28,29,184.0,1,5,4,2,8,6.0104027,0,0,2011-02-26
29,30,200.0,1,6,4,2,8,6.0104027,0,0,2011-02-27
30,31,137.0,0,0,4,2,9,6.0104027,0,0,2011-02-28
31,32,138.0,0,1,1,3,9,6.0104027,2,0,2011-03-01
32,33,119.0,0,2,1,3,9,6.0104027,2,0,2011-03-02
33,34,116.0,0,3,1,3,9,6.0104027,3,0,2011-03-03
34,35,151.0,0,4,1,3,9,6.0104027,1,0,2011-03-04
35,36,171.0,1,5,1,3,9,6.04182,3,0,2011-03-05
36,37,219.0,1,6,1,3,9,6.04182,3,0,2011-03-06
37,38,108.0,0,0,1,3,10,6.04182,2,0,2011-03-07
38,39,115.0,0,1,2,3,10,6.04182,2,0,2011-03-08
39,40,117.0,0,2,2,3,10,6.04182,3,1,2011-03-09
40,41,152.0,0,3,2,3,10,6.04182,1,0,2011-03-10
41,42,151.0,0,4,2,3,10,6.04182,2,0,2011-03-11
42,43,188.0,1,5,2,3,10,6.0576673,2,0,2011-03-12
43,44,166.0,1,6,2,3,10,6.0576673,1,0,2011-03-13
44,45,126.0,0,0,2,3,11,6.0576673,1,0,2011-03-14
45,46,118.0,0,1,3,3,11,6.0576673,2,0,2011-03-15
46,47,139.0,0,2,3,3,11,6.0576673,0,1,2011-03-16
47,48,133.0,0,3,3,3,11,6.0576673,0,1,2011-03-17
48,49,147.0,0,4,3,3,11,6.0576673,0,0,2011-03-18
49,50,167.0,1,5,3,3,11,6.0415187,0,0,2011-03-19
50,51,191.0,1,6,3,3,11,6.0415187,0,1,2011-03-20
51,52,129.0,0,0,3,3,12,6.0415187,0,0,2011-03-21
52,53,154.0,0,1,4,3,12,6.0415187,0,0,2011-03-22
53,54,128.0,0,2,4,3,12,6.0415187,0,0,2011-03-23
54,55,104.0,0,3,4,3,12,6.0415187,0,0,2011-03-24
55,56,120.0,0,4,4,3,12,6.0415187,0,0,2011-03-25
56,57,161.0,1,5,4,3,12,6.0403976,0,0,2011-03-26
57,58,194.0,1,6,4,3,12,6.0403976,0,0,2011-03-27
58,59,112.0,0,0,4,3,13,6.0403976,0,0,2011-03-28
59,60,97.0,0,1,5,3,13,6.0403976,0,0,2011-03-29
60,61,110.0,0,2,5,3,13,6.0403976,0,0,2011-03-30
61,62,90.0,0,3,5,3,13,6.0403976,0,0,2011-03-31
62,63,136.0,0,4,1,4,13,6.0403976,2,0,2011-04-01
63,64,206.0,1,5,1,4,13,6.0524564,2,0,2011-04-02
64,65,164.0,1,6,1,4,13,6.0524564,3,0,2011-04-03
65,66,112.0,0,0,1,4,14,6.0524564,1,0,2011-04-04
66,67,118.0,0,1,1,4,14,6.0524564,3,0,2011-04-05
67,68,117.0,0,2,1,4,14,6.0524564,3,0,2011-04-06
68,69,123.0,0,3,1,4,14,6.0524564,2,0,2011-04-07
69,70,123.0,0,4,2,4,14,6.0524564,2,0,2011-04-08
70,71,153.0,1,5,2,4,14,6.019525,3,0,2011-04-09
71,72,153.0,1,6,2,4,14,6.019525,1,0,2011-04-10
72,73,102.0,0,0,2,4,15,6.019525,2,0,2011-04-11
73,74,104.0,0,1,2,4,15,6.019525,2,0,2011-04-12
74,75,107.0,0,2,2,4,15,6.019525,1,0,2011-04-13
75,76,98.0,0,3,2,4,15,6.019525,1,0,2011-04-14
76,77,144.0,0,4,3,4,15,6.019525,2,0,2011-04-15
77,78,212.0,1,5,3,4,15,6.0312376,0,0,2011-04-16
78,79,170.0,1,6,3,4,15,6.0312376,0,0,2011-04-17
79,80,128.0,0,0,3,4,16,6.0312376,0,0,2011-04-18
80,81,121.0,0,1,3,4,16,6.0312376,0,0,2011-04-19
81,82,110.0,0,2,3,4,16,6.0312376,0,0,2011-04-20
82,83,121.0,0,3,3,4,16,6.0312376,0,0,2011-04-21
83,84,177.0,0,4,4,4,16,6.0312376,0,0,2011-04-22
84,85,184.0,1,5,4,4,16,6.026445,0,0,2011-04-23
85,86,176.0,1,6,4,4,16,6.026445,0,2,2011-04-24
86,87,121.0,0,0,4,4,17,6.026445,0,0,2011-04-25
87,88,125.0,0,1,4,4,17,6.026445,0,1,2011-04-26
88,89,129.0,0,2,4,4,17,6.026445,0,0,2011-04-27
89,90,119.0,0,3,4,4,17,6.026445,0,0,2011-04-28
90,91,135.0,0,4,5,4,17,6.026445,0,0,2011-04-29
91,92,199.0,1,5,5,4,17,6.0395384,0,0,2011-04-30
92,93,220.0,1,6,1,5,17,6.0395384,2,0,2011-05-01
93,94,118.0,0,0,1,5,18,6.0395384,2,0,2011-05-02
94,95,137.0,0,1,1,5,18,6.0395384,3,0,2011-05-03
95,96,129.0,0,2,1,5,18,6.0395384,1,0,2011-05-04
96,97,130.0,0,3,1,5,18,6.0395384,3,1,2011-05-05
97,98,150.0,0,4,1,5,18,6.0395384,3,0,2011-05-06
98,99,173.0,1,5,1,5,18,6.0293508,2,0,2011-05-07
99,100,159.0,1,6,2,5,18,6.0293508,2,1,2011-05-08
100,101,136.0,0,0,2,5,19,6.0293508,3,0,2011-05-09
101,102,140.0,0,1,2,5,19,6.0293508,1,0,2011-05-10
102,103,126.0,0,2,2,5,19,6.0293508,2,0,2011-05-11
103,104,124.0,0,3,2,5,19,6.0293508,2,0,2011-05-12
104,105,145.0,0,4,2,5,19,6.0293508,1,0,2011-05-13
105,106,169.0,1,5,2,5,19,6.0349584,1,0,2011-05-14
106,107,177.0,1,6,3,5,19,6.0349584,2,0,2011-05-15
107,108,105.0,0,0,3,5,20,6.0349584,0,0,2011-05-16
108,109,115.0,0,1,3,5,20,6.0349584,0,0,2011-05-17
109,110,112.0,0,2,3,5,20,6.0349584,0,0,2011-05-18
110,111,99.0,0,3,3,5,20,6.0349584,0,0,2011-05-19
111,112,130.0,0,4,3,5,20,6.0349584,0,0,2011-05-20
112,113,186.0,1,5,3,5,20,6.032428,0,0,2011-05-21
113,114,162.0,1,6,4,5,20,6.032428,0,0,2011-05-22
114,115,122.0,0,0,4,5,21,6.032428,0,0,2011-05-23
115,116,112.0,0,1,4,5,21,6.032428,0,0,2011-05-24
116,117,121.0,0,2,4,5,21,6.032428,0,0,2011-05-25
117,118,136.0,0,3,4,5,21,6.032428,0,0,2011-05-26
118,119,144.0,0,4,4,5,21,6.032428,0,0,2011-05-27
119,120,164.0,1,5,4,5,21,6.0259647,0,0,2011-05-28
120,121,169.0,1,6,5,5,21,6.0259647,0,0,2011-05-29
121,122,138.0,0,0,5,5,22,6.0259647,0,1,2011-05-30
122,123,101.0,0,1,5,5,22,6.0259647,0,1,2011-05-31
123,124,129.0,0,2,1,6,22,6.0259647,2,0,2011-06-01
124,125,128.0,0,3,1,6,22,6.0259647,2,0,2011-06-02
125,126,139.0,0,4,1,6,22,6.0259647,3,0,2011-06-03
126,127,149.0,1,5,1,6,22,6.0266533,1,0,2011-06-04
127,128,178.0,1,6,1,6,22,6.0266533,3,0,2011-06-05
128,129,108.0,0,0,1,6,23,6.0266533,3,0,2011-06-06
129,130,119.0,0,1,1,6,23,6.0266533,2,0,2011-06-07
130,131,142.0,0,2,2,6,23,6.0266533,2,0,2011-06-08
131,132,106.0,0,3,2,6,23,6.0266533,3,0,2011-06-09
132,133,153.0,0,4,2,6,23,6.0266533,1,0,2011-06-10
133,134,174.0,1,5,2,6,23,6.0044007,2,0,2011-06-11
134,135,162.0,1,6,2,6,23,6.0044007,2,1,2011-06-12
135,136,123.0,0,0,2,6,24,6.0044007,1,0,2011-06-13
136,137,121.0,0,1,2,6,24,6.0044007,1,0,2011-06-14
137,138,108.0,0,2,3,6,24,6.0044007,2,0,2011-06-15
138,139,115.0,0,3,3,6,24,6.0044007,0,0,2011-06-16
139,140,112.0,0,4,3,6,24,6.0044007,0,0,2011-06-17
140,141,164.0,1,5,3,6,24,6.0006585,0,0,2011-06-18
141,142,160.0,1,6,3,6,24,6.0006585,0,1,2011-06-19
142,143,106.0,0,0,3,6,25,6.0006585,0,0,2011-06-20
143,144,127.0,0,1,3,6,25,6.0006585,0,0,2011-06-21
144,145,91.0,0,2,4,6,25,6.0006585,0,0,2011-06-22
145,146,149.0,0,3,4,6,25,6.0006585,0,0,2011-06-23
146,147,173.0,0,4,4,6,25,6.0006585,0,0,2011-06-24
147,148,167.0,1,5,4,6,25,5.9996376,0,0,2011-06-25
148,149,158.0,1,6,4,6,25,5.9996376,0,0,2011-06-26
149,150,131.0,0,0,4,6,26,5.9996376,0,0,2011-06-27
150,151,112.0,0,1,4,6,26,5.9996376,0,0,2011-06-28
151,152,75.0,0,2,5,6,26,5.9996376,0,0,2011-06-29
152,153,135.0,0,3,5,6,26,5.9996376,0,0,2011-06-30
153,154,178.0,0,4,1,7,26,5.9996376,2,0,2011-07-01
154,155,145.0,1,5,1,7,26,6.000135,2,0,2011-07-02
155,156,136.0,1,6,1,7,26,6.000135,3,0,2011-07-03
156,157,109.0,0,0,1,7,27,6.000135,1,1,2011-07-04
157,158,134.0,0,1,1,7,27,6.000135,3,0,2011-07-05
158,159,99.0,0,2,1,7,27,6.000135,3,0,2011-07-06
159,160,136.0,0,3,1,7,27,6.000135,2,0,2011-07-07
160,161,159.0,0,4,2,7,27,6.000135,2,0,2011-07-08
161,162,207.0,1,5,2,7,27,5.9938517,3,0,2011-07-09
162,163,164.0,1,6,2,7,27,5.9938517,1,0,2011-07-10
163,164,139.0,0,0,2,7,28,5.9938517,2,0,2011-07-11
164,165,114.0,0,1,2,7,28,5.9938517,2,0,2011-07-12
165,166,117.0,0,2,2,7,28,5.9938517,1,0,2011-07-13
166,167,112.0,0,3,2,7,28,5.9938517,1,0,2011-07-14
167,168,124.0,0,4,3,7,28,5.9938517,2,0,2011-07-15
168,169,187.0,1,5,3,7,28,5.993761,0,0,2011-07-16
169,170,174.0,1,6,3,7,28,5.993761,0,0,2011-07-17
170,171,116.0,0,0,3,7,29,5.993761,0,0,2011-07-18
171,172,95.0,0,1,3,7,29,5.993761,0,0,2011-07-19
172,173,134.0,0,2,3,7,29,5.993761,0,0,2011-07-20
173,174,128.0,0,3,3,7,29,5.993761,0,0,2011-07-21
174,175,145.0,0,4,4,7,29,5.993761,0,0,2011-07-22
175,176,178.0,1,5,4,7,29,6.0021544,0,0,2011-07-23
176,177,146.0,1,6,4,7,29,6.0021544,0,0,2011-07-24
177,178,135.0,0,0,4,7,30,6.0021544,0,0,2011-07-25
178,179,113.0,0,1,4,7,30,6.0021544,0,0,2011-07-26
179,180,122.0,0,2,4,7,30,6.0021544,0,0,2011-07-27
180,181,117.0,0,3,4,7,30,6.0021544,0,0,2011-07-28
181,182,138.0,0,4,5,7,30,6.0021544,0,0,2011-07-29
182,183,165.0,1,5,5,7,30,5.979944,0,0,2011-07-30
183,184,167.0,1,6,5,7,30,5.979944,0,0,2011-07-31
