,d,sales,tm_w_end,tm_dw,tm_wm,tm_m,tm_w,sell_price,snap_count,is_event,date
0,1,191.0,1,5,5,1,4,3.0786273,0,0,2011-01-29
1,2,184.0,1,6,5,1,4,3.0786273,0,0,2011-01-30
2,3,154.0,0,0,5,1,5,3.0786273,0,0,2011-01-31
3,4,205.0,0,1,1,2,5,3.0786273,2,0,2011-02-01
4,5,96.0,0,2,1,2,5,3.0786273,2,0,2011-02-02
5,6,189.0,0,3,1,2,5,3.0786273,3,0,2011-02-03
6,7,184.0,0,4,1,2,5,3.0786273,1,0,2011-02-04
7,8,207.0,1,5,1,2,5,3.178679,3,0,2011-02-05
8,9,131.0,1,6,1,2,5,3.178679,3,1,2011-02-06
9,10,152.0,0,0,1,2,6,3.178679,2,0,2011-02-07
10,11,133.0,0,1,2,2,6,3.178679,2,0,2011-02-08
11,12,166.0,0,2,2,2,6,3.178679,3,0,2011-02-09
12,13,164.0,0,3,2,2,6,3.178679,1,0,2011-02-10
13,14,211.0,0,4,2,2,6,3.178679,2,0,2011-02-11
14,15,210.0,1,5,2,2,6,3.1829562,2,0,2011-02-12
15,16,262.0,1,6,2,2,6,3.1829562,1,0,2011-02-13
16,17,190.0,0,0,2,2,7,3.1829562,1,1,2011-02-14
17,18,140.0,0,1,3,2,7,3.1829562,2,0,2011-02-15
18,19,149.0,0,2,3,2,7,3.1829562,0,0,2011-02-16
19,20,148.0,0,3,3,2,7,3.1829562,0,0,2011-02-17
20,21,195.0,0,4,3,2,7,3.1829562,0,0,2011-02-18
21,22,201.0,1,5,3,2,7,3.165668,0,0,2011-02-19
22,23,185.0,1,6,3,2,7,3.165668,0,0,2011-02-20
23,24,137.0,0,0,3,2,8,3.165668,0,1,2011-02-21
24,25,154.0,0,1,4,2,8,3.165668,0,0,2011-02-22
25,26,184.0,0,2,4,2,8,3.165668,0,0,2011-02-23
26,27,141.0,0,3,4,2,8,3.165668,0,0,2011-02-24
27,28,159.0,0,4,4,2,8,3.165668,0,0,2011-02-25
28,29,210.0,1,5,4,2,8,3.2167141,0,0,2011-02-26
29,30,173.0,1,6,4,2,8,3.2167141,0,0,2011-02-27
30,31,134.0,0,0,4,2,9,3.2167141,0,0,2011-02-28
31,32,146.0,0,1,1,3,9,3.2167141,2,0,2011-03-01
32,33,169.0,0,2,1,3,9,3.2167141,2,0,2011-03-02
33,34,163.0,0,3,1,3,9,3.2167141,3,0,2011-03-03
34,35,173.0,0,4,1,3,9,3.2167141,1,0,2011-03-04
35,36,193.0,1,5,1,3,9,3.2167141,3,0,2011-03-05
36,37,179.0,1,6,1,3,9,3.2167141,3,0,2011-03-06
37,38,152.0,0,0,1,3,10,3.2167141,2,0,2011-03-07
38,39,141.0,0,1,2,3,10,3.2167141,2,0,2011-03-08
39,40,125.0,0,2,2,3,10,3.2167141,3,1,2011-03-09
40,41,113.0,0,3,2,3,10,3.2167141,1,0,2011-03-10
41,42,125.0,0,4,2,3,10,3.2167141,2,0,2011-03-11
42,43,220.0,1,5,2,3,10,3.275275,2,0,2011-03-12
43,44,137.0,1,6,2,3,10,3.275275,1,0,2011-03-13
44,45,139.0,0,0,2,3,11,3.275275,1,0,2011-03-14
45,46,224.0,0,1,3,3,11,3.275275,2,0,2011-03-15
46,47,180.0,0,2,3,3,11,3.275275,0,1,2011-03-16
47,48,146.0,0,3,3,3,11,3.275275,0,1,2011-03-17
48,49,158.0,0,4,3,3,11,3.275275,0,0,2011-03-18
49,50,194.0,1,5,3,3,11,3.275275,0,0,2011-03-19
50,51,144.0,1,6,3,3,11,3.275275,0,1,2011-03-20
51,52,145.0,0,0,3,3,12,3.275275,0,0,2011-03-21
52,53,138.0,0,1,4,3,12,3.275275,0,0,2011-03-22
53,54,171.0,0,2,4,3,12,3.275275,0,0,2011-03-23
54,55,132.0,0,3,4,3,12,3.275275,0,0,2011-03-24
55,56,153.0,0,4,4,3,12,3.275275,0,0,2011-03-25
56,57,210.0,1,5,4,3,12,3.2779133,0,0,2011-03-26
57,58,154.0,1,6,4,3,12,3.2779133,0,0,2011-03-27
58,59,137.0,0,0,4,3,13,3.2779133,0,0,2011-03-28
59,60,146.0,0,1,5,3,13,3.2779133,0,0,2011-03-29
60,61,106.0,0,2,5,3,13,3.2779133,0,0,2011-03-30
61,62,155.0,0,3,5,3,13,3.2779133,0,0,2011-03-31
62,63,166.0,0,4,1,4,13,3.2779133,2,0,2011-04-01
63,64,231.0,1,5,1,4,13,3.2692707,2,0,2011-04-02
64,65,154.0,1,6,1,4,13,3.2692707,3,0,2011-04-03
65,66,167.0,0,0,1,4,14,3.2692707,1,0,2011-04-04
66,67,165.0,0,1,1,4,14,3.2692707,3,0,2011-04-05
67,68,161.0,0,2,1,4,14,3.2692707,3,0,2011-04-06
68,69,116.0,0,3,1,4,14,3.2692707,2,0,2011-04-07
69,70,171.0,0,4,2,4,14,3.2692707,2,0,2011-04-08
70,71,201.0,1,5,2,4,14,3.2960851,3,0,2011-04-09
71,72,120.0,1,6,2,4,14,3.2960851,1,0,2011-04-10
72,73,101.0,0,0,2,4,15,3.2960851,2,0,2011-04-11
73,74,166.0,0,1,2,4,15,3.2960851,2,0,2011-04-12
74,75,106.0,0,2,2,4,15,3.2960851,1,0,2011-04-13
75,76,111.0,0,3,2,4,15,3.2960851,1,0,2011-04-14
76,77,139.0,0,4,3,4,15,3.2960851,2,0,2011-04-15
77,78,184.0,1,5,3,4,15,3.3330433,0,0,2011-04-16
78,79,117.0,1,6,3,4,15,3.3330433,0,0,2011-04-17
79,80,103.0,0,0,3,4,16,3.3330433,0,0,2011-04-18
80,81,92.0,0,1,3,4,16,3.3330433,0,0,2011-04-19
81,82,115.0,0,2,3,4,16,3.3330433,0,0,2011-04-20
82,83,109.0,0,3,3,4,16,3.3330433,0,0,2011-04-21
83,84,111.0,0,4,4,4,16,3.3330433,0,0,2011-04-22
84,85,199.0,1,5,4,4,16,3.3330433,0,0,2011-04-23
85,86,94.0,1,6,4,4,16,3.3330433,0,2,2011-04-24
86,87,81.0,0,0,4,4,17,3.3330433,0,0,2011-04-25
87,88,87.0,0,1,4,4,17,3.3330433,0,1,2011-04-26
88,89,84.0,0,2,4,4,17,3.3330433,0,0,2011-04-27
89,90,116.0,0,3,4,4,17,3.3330433,0,0,2011-04-28
90,91,131.0,0,4,5,4,17,3.3330433,0,0,2011-04-29
91,92,142.0,1,5,5,4,17,3.3330433,0,0,2011-04-30
92,93,132.0,1,6,1,5,17,3.3330433,2,0,2011-05-01
93,94,127.0,0,0,1,5,18,3.3330433,2,0,2011-05-02
94,95,163.0,0,1,1,5,18,3.3330433,3,0,2011-05-03
95,96,155.0,0,2,1,5,18,3.3330433,1,0,2011-05-04
96,97,108.0,0,3,1,5,18,3.3330433,3,1,2011-05-05
97,98,126.0,0,4,1,5,18,3.3330433,3,0,2011-05-06
98,99,132.0,1,5,1,5,18,3.323687,2,0,2011-05-07
99,100,102.0,1,6,2,5,18,3.323687,2,1,2011-05-08
100,101,118.0,0,0,2,5,19,3.323687,3,0,2011-05-09
101,102,86.0,0,1,2,5,19,3.323687,1,0,2011-05-10
102,103,136.0,0,2,2,5,19,3.323687,2,0,2011-05-11
103,104,130.0,0,3,2,5,19,3.323687,2,0,2011-05-12
104,105,112.0,0,4,2,5,19,3.323687,1,0,2011-05-13
105,106,134.0,1,5,2,5,19,3.323687,1,0,2011-05-14
106,107,140.0,1,6,3,5,19,3.323687,2,0,2011-05-15
107,108,93.0,0,0,3,5,20,3.323687,0,0,2011-05-16
