,d,sales,tm_w_end,tm_dw,tm_wm,tm_m,tm_w,sell_price,snap_count,is_event,date
0,1,98.0,1,5,5,1,4,5.749006,0,0,2011-01-29
1,2,94.0,1,6,5,1,4,5.749006,0,0,2011-01-30
2,3,69.0,0,0,5,1,5,5.749006,0,0,2011-01-31
3,4,80.0,0,1,1,2,5,5.749006,2,0,2011-02-01
4,5,32.0,0,2,1,2,5,5.749006,2,0,2011-02-02
5,6,107.0,0,3,1,2,5,5.749006,3,0,2011-02-03
6,7,100.0,0,4,1,2,5,5.749006,1,0,2011-02-04
7,8,111.0,1,5,1,2,5,6.096687,3,0,2011-02-05
8,9,63.0,1,6,1,2,5,6.096687,3,1,2011-02-06
9,10,66.0,0,0,1,2,6,6.096687,2,0,2011-02-07
10,11,60.0,0,1,2,2,6,6.096687,2,0,2011-02-08
11,12,76.0,0,2,2,2,6,6.096687,3,0,2011-02-09
12,13,76.0,0,3,2,2,6,6.096687,1,0,2011-02-10
13,14,101.0,0,4,2,2,6,6.096687,2,0,2011-02-11
14,15,90.0,1,5,2,2,6,6.2485223,2,0,2011-02-12
15,16,84.0,1,6,2,2,6,6.2485223,1,0,2011-02-13
16,17,47.0,0,0,2,2,7,6.2485223,1,1,2011-02-14
17,18,77.0,0,1,3,2,7,6.2485223,2,0,2011-02-15
18,19,61.0,0,2,3,2,7,6.2485223,0,0,2011-02-16
19,20,57.0,0,3,3,2,7,6.2485223,0,0,2011-02-17
20,21,117.0,0,4,3,2,7,6.2485223,0,0,2011-02-18
21,22,99.0,1,5,3,2,7,6.297438,0,0,2011-02-19
22,23,64.0,1,6,3,2,7,6.297438,0,0,2011-02-20
23,24,76.0,0,0,3,2,8,6.297438,0,1,2011-02-21
24,25,62.0,0,1,4,2,8,6.297438,0,0,2011-02-22
25,26,73.0,0,2,4,2,8,6.297438,0,0,2011-02-23
26,27,68.0,0,3,4,2,8,6.297438,0,0,2011-02-24
27,28,68.0,0,4,4,2,8,6.297438,0,0,2011-02-25
28,29,68.0,1,5,4,2,8,6.3025727,0,0,2011-02-26
29,30,68.0,1,6,4,2,8,6.3025727,0,0,2011-02-27
30,31,82.0,0,0,4,2,9,6.3025727,0,0,2011-02-28
31,32,73.0,0,1,1,3,9,6.3025727,2,0,2011-03-01
32,33,50.0,0,2,1,3,9,6.3025727,2,0,2011-03-02
33,34,89.0,0,3,1,3,9,6.3025727,3,0,2011-03-03
34,35,78.0,0,4,1,3,9,6.3025727,1,0,2011-03-04
