,d,sales,tm_w_end,tm_dw,tm_wm,tm_m,tm_w,sell_price,snap_count,is_event,date
0,1,360.0,1,5,5,1,4,5.155738,0,0,2011-01-29
1,2,273.0,1,6,5,1,4,5.155738,0,0,2011-01-30
2,3,196.0,0,0,5,1,5,5.155738,0,0,2011-01-31
3,4,132.0,0,1,1,2,5,5.155738,2,0,2011-02-01
4,5,0.0,0,2,1,2,5,5.155738,2,0,2011-02-02
5,6,198.0,0,3,1,2,5,5.155738,3,0,2011-02-03
6,7,284.0,0,4,1,2,5,5.155738,1,0,2011-02-04
7,8,406.0,1,5,1,2,5,5.148109,3,0,2011-02-05
8,9,167.0,1,6,1,2,5,5.148109,3,1,2011-02-06
9,10,187.0,0,0,1,2,6,5.148109,2,0,2011-02-07
10,11,176.0,0,1,2,2,6,5.148109,2,0,2011-02-08
11,12,206.0,0,2,2,2,6,5.148109,3,0,2011-02-09
12,13,174.0,0,3,2,2,6,5.148109,1,0,2011-02-10
13,14,310.0,0,4,2,2,6,5.148109,2,0,2011-02-11
14,15,386.0,1,5,2,2,6,5.104155,2,0,2011-02-12
15,16,332.0,1,6,2,2,6,5.104155,1,0,2011-02-13
16,17,189.0,0,0,2,2,7,5.104155,1,1,2011-02-14
17,18,197.0,0,1,3,2,7,5.104155,2,0,2011-02-15
18,19,220.0,0,2,3,2,7,5.104155,0,0,2011-02-16
19,20,243.0,0,3,3,2,7,5.104155,0,0,2011-02-17
20,21,318.0,0,4,3,2,7,5.104155,0,0,2011-02-18
21,22,446.0,1,5,3,2,7,5.104155,0,0,2011-02-19
22,23,220.0,1,6,3,2,7,5.104155,0,0,2011-02-20
23,24,152.0,0,0,3,2,8,5.104155,0,1,2011-02-21
24,25,188.0,0,1,4,2,8,5.104155,0,0,2011-02-22
25,26,239.0,0,2,4,2,8,5.104155,0,0,2011-02-23
26,27,248.0,0,3,4,2,8,5.104155,0,0,2011-02-24
27,28,282.0,0,4,4,2,8,5.104155,0,0,2011-02-25
28,29,351.0,1,5,4,2,8,5.161436,0,0,2011-02-26
29,30,367.0,1,6,4,2,8,5.161436,0,0,2011-02-27
30,31,209.0,0,0,4,2,9,5.161436,0,0,2011-02-28
31,32,202.0,0,1,1,3,9,5.161436,2,0,2011-03-01
32,33,202.0,0,2,1,3,9,5.161436,2,0,2011-03-02
33,34,236.0,0,3,1,3,9,5.161436,3,0,2011-03-03
34,35,242.0,0,4,1,3,9,5.161436,1,0,2011-03-04
35,36,342.0,1,5,1,3,9,5.110001,3,0,2011-03-05
36,37,316.0,1,6,1,3,9,5.110001,3,0,2011-03-06
37,38,191.0,0,0,1,3,10,5.110001,2,0,2011-03-07
38,39,206.0,0,1,2,3,10,5.110001,2,0,2011-03-08
39,40,182.0,0,2,2,3,10,5.110001,3,1,2011-03-09
40,41,229.0,0,3,2,3,10,5.110001,1,0,2011-03-10
41,42,360.0,0,4,2,3,10,5.110001,2,0,2011-03-11
42,43,374.0,1,5,2,3,10,5.2033577,2,0,2011-03-12
43,44,332.0,1,6,2,3,10,5.2033577,1,0,2011-03-13
44,45,213.0,0,0,2,3,11,5.2033577,1,0,2011-03-14
45,46,205.0,0,1,3,3,11,5.2033577,2,0,2011-03-15
46,47,249.0,0,2,3,3,11,5.2033577,0,1,2011-03-16
47,48,242.0,0,3,3,3,11,5.2033577,0,1,2011-03-17
48,49,336.0,0,4,3,3,11,5.2033577,0,0,2011-03-18
49,50,415.0,1,5,3,3,11,5.1720524,0,0,2011-03-19
50,51,283.0,1,6,3,3,11,5.1720524,0,1,2011-03-20
51,52,281.0,0,0,3,3,12,5.1720524,0,0,2011-03-21
52,53,190.0,0,1,4,3,12,5.1720524,0,0,2011-03-22
53,54,195.0,0,2,4,3,12,5.1720524,0,0,2011-03-23
54,55,227.0,0,3,4,3,12,5.1720524,0,0,2011-03-24
55,56,301.0,0,4,4,3,12,5.1720524,0,0,2011-03-25
56,57,381.0,1,5,4,3,12,5.1086483,0,0,2011-03-26
57,58,396.0,1,6,4,3,12,5.1086483,0,0,2011-03-27
58,59,227.0,0,0,4,3,13,5.1086483,0,0,2011-03-28
59,60,215.0,0,1,5,3,13,5.1086483,0,0,2011-03-29
60,61,253.0,0,2,5,3,13,5.1086483,0,0,2011-03-30
61,62,231.0,0,3,5,3,13,5.1086483,0,0,2011-03-31
62,63,307.0,0,4,1,4,13,5.1086483,2,0,2011-04-01
63,64,471.0,1,5,1,4,13,5.0807414,2,0,2011-04-02
64,65,281.0,1,6,1,4,13,5.0807414,3,0,2011-04-03
65,66,182.0,0,0,1,4,14,5.0807414,1,0,2011-04-04
66,67,183.0,0,1,1,4,14,5.0807414,3,0,2011-04-05
67,68,179.0,0,2,1,4,14,5.0807414,3,0,2011-04-06
