,d,sales,tm_w_end,tm_dw,tm_wm,tm_m,tm_w,sell_price,snap_count,is_event,date
0,1,480.0,1,5,5,1,4,5.0548635,0,0,2011-01-29
1,2,525.0,1,6,5,1,4,5.0548635,0,0,2011-01-30
2,3,303.0,0,0,5,1,5,5.0548635,0,0,2011-01-31
3,4,307.0,0,1,1,2,5,5.0548635,2,0,2011-02-01
4,5,247.0,0,2,1,2,5,5.0548635,2,0,2011-02-02
5,6,315.0,0,3,1,2,5,5.0548635,3,0,2011-02-03
6,7,330.0,0,4,1,2,5,5.0548635,1,0,2011-02-04
7,8,412.0,1,5,1,2,5,4.9648924,3,0,2011-02-05
8,9,417.0,1,6,1,2,5,4.9648924,3,1,2011-02-06
9,10,323.0,0,0,1,2,6,4.9648924,2,0,2011-02-07
10,11,270.0,0,1,2,2,6,4.9648924,2,0,2011-02-08
11,12,269.0,0,2,2,2,6,4.9648924,3,0,2011-02-09
12,13,270.0,0,3,2,2,6,4.9648924,1,0,2011-02-10
13,14,347.0,0,4,2,2,6,4.9648924,2,0,2011-02-11
14,15,436.0,1,5,2,2,6,4.919082,2,0,2011-02-12
15,16,562.0,1,6,2,2,6,4.919082,1,0,2011-02-13
16,17,303.0,0,0,2,2,7,4.919082,1,1,2011-02-14
17,18,350.0,0,1,3,2,7,4.919082,2,0,2011-02-15
18,19,372.0,0,2,3,2,7,4.919082,0,0,2011-02-16
19,20,373.0,0,3,3,2,7,4.919082,0,0,2011-02-17
20,21,415.0,0,4,3,2,7,4.919082,0,0,2011-02-18
21,22,605.0,1,5,3,2,7,4.898007,0,0,2011-02-19
22,23,600.0,1,6,3,2,7,4.898007,0,0,2011-02-20
23,24,420.0,0,0,3,2,8,4.898007,0,1,2011-02-21
24,25,323.0,0,1,4,2,8,4.898007,0,0,2011-02-22
25,26,357.0,0,2,4,2,8,4.898007,0,0,2011-02-23
26,27,324.0,0,3,4,2,8,4.898007,0,0,2011-02-24
27,28,372.0,0,4,4,2,8,4.898007,0,0,2011-02-25
28,29,534.0,1,5,4,2,8,4.9552116,0,0,2011-02-26
29,30,538.0,1,6,4,2,8,4.9552116,0,0,2011-02-27
30,31,392.0,0,0,4,2,9,4.9552116,0,0,2011-02-28
31,32,374.0,0,1,1,3,9,4.9552116,2,0,2011-03-01
32,33,349.0,0,2,1,3,9,4.9552116,2,0,2011-03-02
33,34,354.0,0,3,1,3,9,4.9552116,3,0,2011-03-03
34,35,412.0,0,4,1,3,9,4.9552116,1,0,2011-03-04
35,36,505.0,1,5,1,3,9,4.9607716,3,0,2011-03-05
36,37,572.0,1,6,1,3,9,4.9607716,3,0,2011-03-06
37,38,390.0,0,0,1,3,10,4.9607716,2,0,2011-03-07
38,39,332.0,0,1,2,3,10,4.9607716,2,0,2011-03-08
39,40,331.0,0,2,2,3,10,4.9607716,3,1,2011-03-09
40,41,320.0,0,3,2,3,10,4.9607716,1,0,2011-03-10
41,42,346.0,0,4,2,3,10,4.9607716,2,0,2011-03-11
42,43,462.0,1,5,2,3,10,5.0145054,2,0,2011-03-12
43,44,496.0,1,6,2,3,10,5.0145054,1,0,2011-03-13
44,45,435.0,0,0,2,3,11,5.0145054,1,0,2011-03-14
45,46,369.0,0,1,3,3,11,5.0145054,2,0,2011-03-15
46,47,402.0,0,2,3,3,11,5.0145054,0,1,2011-03-16
47,48,368.0,0,3,3,3,11,5.0145054,0,1,2011-03-17
48,49,374.0,0,4,3,3,11,5.0145054,0,0,2011-03-18
49,50,441.0,1,5,3,3,11,5.040073,0,0,2011-03-19
50,51,522.0,1,6,3,3,11,5.040073,0,1,2011-03-20
51,52,338.0,0,0,3,3,12,5.040073,0,0,2011-03-21
52,53,349.0,0,1,4,3,12,5.040073,0,0,2011-03-22
53,54,268.0,0,2,4,3,12,5.040073,0,0,2011-03-23
54,55,289.0,0,3,4,3,12,5.040073,0,0,2011-03-24
55,56,316.0,0,4,4,3,12,5.040073,0,0,2011-03-25
56,57,466.0,1,5,4,3,12,4.997572,0,0,2011-03-26
