,d,sales,tm_w_end,tm_dw,tm_wm,tm_m,tm_w,sell_price,snap_count,is_event,date
0,1,256.0,1,5,5,1,4,4.855386,0,0,2011-01-29
1,2,342.0,1,6,5,1,4,4.855386,0,0,2011-01-30
2,3,228.0,0,0,5,1,5,4.855386,0,0,2011-01-31
3,4,183.0,0,1,1,2,5,4.855386,2,0,2011-02-01
4,5,70.0,0,2,1,2,5,4.855386,2,0,2011-02-02
5,6,285.0,0,3,1,2,5,4.855386,3,0,2011-02-03
6,7,357.0,0,4,1,2,5,4.855386,1,0,2011-02-04
7,8,399.0,1,5,1,2,5,5.089634,3,0,2011-02-05
8,9,216.0,1,6,1,2,5,5.089634,3,1,2011-02-06
9,10,222.0,0,0,1,2,6,5.089634,2,0,2011-02-07
10,11,190.0,0,1,2,2,6,5.089634,2,0,2011-02-08
11,12,227.0,0,2,2,2,6,5.089634,3,0,2011-02-09
12,13,301.0,0,3,2,2,6,5.089634,1,0,2011-02-10
13,14,350.0,0,4,2,2,6,5.089634,2,0,2011-02-11
14,15,304.0,1,5,2,2,6,5.0807996,2,0,2011-02-12
15,16,240.0,1,6,2,2,6,5.0807996,1,0,2011-02-13
16,17,163.0,0,0,2,2,7,5.0807996,1,1,2011-02-14
17,18,188.0,0,1,3,2,7,5.0807996,2,0,2011-02-15
18,19,243.0,0,2,3,2,7,5.0807996,0,0,2011-02-16
19,20,220.0,0,3,3,2,7,5.0807996,0,0,2011-02-17
20,21,239.0,0,4,3,2,7,5.0807996,0,0,2011-02-18
21,22,383.0,1,5,3,2,7,5.063904,0,0,2011-02-19
22,23,175.0,1,6,3,2,7,5.063904,0,0,2011-02-20
23,24,150.0,0,0,3,2,8,5.063904,0,1,2011-02-21
24,25,190.0,0,1,4,2,8,5.063904,0,0,2011-02-22
25,26,303.0,0,2,4,2,8,5.063904,0,0,2011-02-23
26,27,192.0,0,3,4,2,8,5.063904,0,0,2011-02-24
27,28,248.0,0,4,4,2,8,5.063904,0,0,2011-02-25
28,29,349.0,1,5,4,2,8,5.0749965,0,0,2011-02-26
29,30,172.0,1,6,4,2,8,5.0749965,0,0,2011-02-27
30,31,120.0,0,0,4,2,9,5.0749965,0,0,2011-02-28
31,32,122.0,0,1,1,3,9,5.0749965,2,0,2011-03-01
32,33,146.0,0,2,1,3,9,5.0749965,2,0,2011-03-02
33,34,247.0,0,3,1,3,9,5.0749965,3,0,2011-03-03
34,35,200.0,0,4,1,3,9,5.0749965,1,0,2011-03-04
35,36,182.0,1,5,1,3,9,5.070707,3,0,2011-03-05
36,37,279.0,1,6,1,3,9,5.070707,3,0,2011-03-06
37,38,271.0,0,0,1,3,10,5.070707,2,0,2011-03-07
38,39,295.0,0,1,2,3,10,5.070707,2,0,2011-03-08
39,40,198.0,0,2,2,3,10,5.070707,3,1,2011-03-09
40,41,191.0,0,3,2,3,10,5.070707,1,0,2011-03-10
41,42,220.0,0,4,2,3,10,5.070707,2,0,2011-03-11
42,43,332.0,1,5,2,3,10,5.114099,2,0,2011-03-12
43,44,216.0,1,6,2,3,10,5.114099,1,0,2011-03-13
44,45,141.0,0,0,2,3,11,5.114099,1,0,2011-03-14
45,46,312.0,0,1,3,3,11,5.114099,2,0,2011-03-15
46,47,227.0,0,2,3,3,11,5.114099,0,1,2011-03-16
47,48,144.0,0,3,3,3,11,5.114099,0,1,2011-03-17
48,49,264.0,0,4,3,3,11,5.114099,0,0,2011-03-18
49,50,253.0,1,5,3,3,11,5.175577,0,0,2011-03-19
50,51,308.0,1,6,3,3,11,5.175577,0,1,2011-03-20
51,52,232.0,0,0,3,3,12,5.175577,0,0,2011-03-21
52,53,160.0,0,1,4,3,12,5.175577,0,0,2011-03-22
53,54,275.0,0,2,4,3,12,5.175577,0,0,2011-03-23
54,55,141.0,0,3,4,3,12,5.175577,0,0,2011-03-24
55,56,283.0,0,4,4,3,12,5.175577,0,0,2011-03-25
56,57,370.0,1,5,4,3,12,5.232093,0,0,2011-03-26
57,58,330.0,1,6,4,3,12,5.232093,0,0,2011-03-27
58,59,194.0,0,0,4,3,13,5.232093,0,0,2011-03-28
59,60,280.0,0,1,5,3,13,5.232093,0,0,2011-03-29
60,61,181.0,0,2,5,3,13,5.232093,0,0,2011-03-30
61,62,271.0,0,3,5,3,13,5.232093,0,0,2011-03-31
62,63,369.0,0,4,1,4,13,5.232093,2,0,2011-04-01
63,64,385.0,1,5,1,4,13,5.2589474,2,0,2011-04-02
64,65,288.0,1,6,1,4,13,5.2589474,3,0,2011-04-03
65,66,300.0,0,0,1,4,14,5.2589474,1,0,2011-04-04
66,67,169.0,0,1,1,4,14,5.2589474,3,0,2011-04-05
67,68,162.0,0,2,1,4,14,5.2589474,3,0,2011-04-06
68,69,246.0,0,3,1,4,14,5.2589474,2,0,2011-04-07
69,70,461.0,0,4,2,4,14,5.2589474,2,0,2011-04-08
70,71,246.0,1,5,2,4,14,5.2602096,3,0,2011-04-09
71,72,234.0,1,6,2,4,14,5.2602096,1,0,2011-04-10
72,73,156.0,0,0,2,4,15,5.2602096,2,0,2011-04-11
73,74,201.0,0,1,2,4,15,5.2602096,2,0,2011-04-12
74,75,255.0,0,2,2,4,15,5.2602096,1,0,2011-04-13
75,76,176.0,0,3,2,4,15,5.2602096,1,0,2011-04-14
76,77,294.0,0,4,3,4,15,5.2602096,2,0,2011-04-15
77,78,333.0,1,5,3,4,15,5.2608547,0,0,2011-04-16
78,79,241.0,1,6,3,4,15,5.2608547,0,0,2011-04-17
79,80,337.0,0,0,3,4,16,5.2608547,0,0,2011-04-18
80,81,196.0,0,1,3,4,16,5.2608547,0,0,2011-04-19
81,82,225.0,0,2,3,4,16,5.2608547,0,0,2011-04-20
82,83,198.0,0,3,3,4,16,5.2608547,0,0,2011-04-21
83,84,193.0,0,4,4,4,16,5.2608547,0,0,2011-04-22
84,85,265.0,1,5,4,4,16,5.2678986,0,0,2011-04-23
85,86,173.0,1,6,4,4,16,5.2678986,0,2,2011-04-24
86,87,223.0,0,0,4,4,17,5.2678986,0,0,2011-04-25
87,88,184.0,0,1,4,4,17,5.2678986,0,1,2011-04-26
88,89,228.0,0,2,4,4,17,5.2678986,0,0,2011-04-27
89,90,249.0,0,3,4,4,17,5.2678986,0,0,2011-04-28
90,91,305.0,0,4,5,4,17,5.2678986,0,0,2011-04-29
91,92,329.0,1,5,5,4,17,5.2569184,0,0,2011-04-30
