,d,sales,tm_w_end,tm_dw,tm_wm,tm_m,tm_w,sell_price,snap_count,is_event,date
0,1,390.0,1,5,5,1,4,3.4118056,0,0,2011-01-29
1,2,369.0,1,6,5,1,4,3.4118056,0,0,2011-01-30
2,3,255.0,0,0,5,1,5,3.4118056,0,0,2011-01-31
3,4,418.0,0,1,1,2,5,3.4118056,2,0,2011-02-01
4,5,356.0,0,2,1,2,5,3.4118056,2,0,2011-02-02
5,6,563.0,0,3,1,2,5,3.4118056,3,0,2011-02-03
6,7,290.0,0,4,1,2,5,3.4118056,1,0,2011-02-04
7,8,408.0,1,5,1,2,5,3.5199177,3,0,2011-02-05
8,9,387.0,1,6,1,2,5,3.5199177,3,1,2011-02-06
9,10,321.0,0,0,1,2,6,3.5199177,2,0,2011-02-07
10,11,273.0,0,1,2,2,6,3.5199177,2,0,2011-02-08
11,12,355.0,0,2,2,2,6,3.5199177,3,0,2011-02-09
12,13,293.0,0,3,2,2,6,3.5199177,1,0,2011-02-10
13,14,398.0,0,4,2,2,6,3.5199177,2,0,2011-02-11
14,15,497.0,1,5,2,2,6,3.547559,2,0,2011-02-12
15,16,484.0,1,6,2,2,6,3.547559,1,0,2011-02-13
16,17,249.0,0,0,2,2,7,3.547559,1,1,2011-02-14
17,18,426.0,0,1,3,2,7,3.547559,2,0,2011-02-15
18,19,310.0,0,2,3,2,7,3.547559,0,0,2011-02-16
19,20,303.0,0,3,3,2,7,3.547559,0,0,2011-02-17
20,21,253.0,0,4,3,2,7,3.547559,0,0,2011-02-18
21,22,340.0,1,5,3,2,7,3.5479107,0,0,2011-02-19
22,23,298.0,1,6,3,2,7,3.5479107,0,0,2011-02-20
23,24,288.0,0,0,3,2,8,3.5479107,0,1,2011-02-21
24,25,227.0,0,1,4,2,8,3.5479107,0,0,2011-02-22
25,26,209.0,0,2,4,2,8,3.5479107,0,0,2011-02-23
26,27,262.0,0,3,4,2,8,3.5479107,0,0,2011-02-24
27,28,218.0,0,4,4,2,8,3.5479107,0,0,2011-02-25
28,29,329.0,1,5,4,2,8,3.5520473,0,0,2011-02-26
29,30,336.0,1,6,4,2,8,3.5520473,0,0,2011-02-27
30,31,267.0,0,0,4,2,9,3.5520473,0,0,2011-02-28
