,d,sales,tm_w_end,tm_dw,tm_wm,tm_m,tm_w,sell_price,snap_count,is_event,date
0,1,1130.0,1,5,5,1,4,2.482152,0,0,2011-01-29
1,2,938.0,1,6,5,1,4,2.482152,0,0,2011-01-30
2,3,692.0,0,0,5,1,5,2.482152,0,0,2011-01-31
3,4,729.0,0,1,1,2,5,2.482152,2,0,2011-02-01
4,5,2.0,0,2,1,2,5,2.482152,2,0,2011-02-02
5,6,930.0,0,3,1,2,5,2.482152,3,0,2011-02-03
6,7,1253.0,0,4,1,2,5,2.482152,1,0,2011-02-04
7,8,1528.0,1,5,1,2,5,2.5392718,3,0,2011-02-05
8,9,861.0,1,6,1,2,5,2.5392718,3,1,2011-02-06
9,10,615.0,0,0,1,2,6,2.5392718,2,0,2011-02-07
10,11,552.0,0,1,2,2,6,2.5392718,2,0,2011-02-08
11,12,532.0,0,2,2,2,6,2.5392718,3,0,2011-02-09
12,13,543.0,0,3,2,2,6,2.5392718,1,0,2011-02-10
13,14,781.0,0,4,2,2,6,2.5392718,2,0,2011-02-11
14,15,1041.0,1,5,2,2,6,2.5902119,2,0,2011-02-12
15,16,854.0,1,6,2,2,6,2.5902119,1,0,2011-02-13
16,17,605.0,0,0,2,2,7,2.5902119,1,1,2011-02-14
17,18,509.0,0,1,3,2,7,2.5902119,2,0,2011-02-15
18,19,495.0,0,2,3,2,7,2.5902119,0,0,2011-02-16
19,20,565.0,0,3,3,2,7,2.5902119,0,0,2011-02-17
20,21,732.0,0,4,3,2,7,2.5902119,0,0,2011-02-18
21,22,949.0,1,5,3,2,7,2.5828705,0,0,2011-02-19
22,23,553.0,1,6,3,2,7,2.5828705,0,0,2011-02-20
23,24,390.0,0,0,3,2,8,2.5828705,0,1,2011-02-21
24,25,473.0,0,1,4,2,8,2.5828705,0,0,2011-02-22
25,26,462.0,0,2,4,2,8,2.5828705,0,0,2011-02-23
26,27,584.0,0,3,4,2,8,2.5828705,0,0,2011-02-24
27,28,765.0,0,4,4,2,8,2.5828705,0,0,2011-02-25
28,29,764.0,1,5,4,2,8,2.581851,0,0,2011-02-26
29,30,773.0,1,6,4,2,8,2.581851,0,0,2011-02-27
30,31,596.0,0,0,4,2,9,2.581851,0,0,2011-02-28
31,32,546.0,0,1,1,3,9,2.581851,2,0,2011-03-01
32,33,563.0,0,2,1,3,9,2.581851,2,0,2011-03-02
33,34,562.0,0,3,1,3,9,2.581851,3,0,2011-03-03
34,35,740.0,0,4,1,3,9,2.581851,1,0,2011-03-04
35,36,845.0,1,5,1,3,9,2.5847888,3,0,2011-03-05
36,37,765.0,1,6,1,3,9,2.5847888,3,0,2011-03-06
37,38,518.0,0,0,1,3,10,2.5847888,2,0,2011-03-07
38,39,511.0,0,1,2,3,10,2.5847888,2,0,2011-03-08
39,40,433.0,0,2,2,3,10,2.5847888,3,1,2011-03-09
40,41,530.0,0,3,2,3,10,2.5847888,1,0,2011-03-10
