,d,sales,tm_w_end,tm_dw,tm_wm,tm_m,tm_w,sell_price,snap_count,is_event,date
0,1,148.0,1,5,5,1,4,5.72376,0,0,2011-01-29
1,2,151.0,1,6,5,1,4,5.72376,0,0,2011-01-30
2,3,66.0,0,0,5,1,5,5.72376,0,0,2011-01-31
3,4,47.0,0,1,1,2,5,5.72376,2,0,2011-02-01
4,5,0.0,0,2,1,2,5,5.72376,2,0,2011-02-02
5,6,105.0,0,3,1,2,5,5.72376,3,0,2011-02-03
6,7,126.0,0,4,1,2,5,5.72376,1,0,2011-02-04
7,8,186.0,1,5,1,2,5,5.9172325,3,0,2011-02-05
8,9,96.0,1,6,1,2,5,5.9172325,3,1,2011-02-06
9,10,84.0,0,0,1,2,6,5.9172325,2,0,2011-02-07
10,11,83.0,0,1,2,2,6,5.9172325,2,0,2011-02-08
11,12,108.0,0,2,2,2,6,5.9172325,3,0,2011-02-09
12,13,79.0,0,3,2,2,6,5.9172325,1,0,2011-02-10
13,14,128.0,0,4,2,2,6,5.9172325,2,0,2011-02-11
14,15,163.0,1,5,2,2,6,5.9343486,2,0,2011-02-12
15,16,144.0,1,6,2,2,6,5.9343486,1,0,2011-02-13
16,17,91.0,0,0,2,2,7,5.9343486,1,1,2011-02-14
17,18,94.0,0,1,3,2,7,5.9343486,2,0,2011-02-15
18,19,83.0,0,2,3,2,7,5.9343486,0,0,2011-02-16
19,20,105.0,0,3,3,2,7,5.9343486,0,0,2011-02-17
20,21,153.0,0,4,3,2,7,5.9343486,0,0,2011-02-18
21,22,161.0,1,5,3,2,7,5.9852905,0,0,2011-02-19
22,23,80.0,1,6,3,2,7,5.9852905,0,0,2011-02-20
23,24,51.0,0,0,3,2,8,5.9852905,0,1,2011-02-21
24,25,67.0,0,1,4,2,8,5.9852905,0,0,2011-02-22
25,26,85.0,0,2,4,2,8,5.9852905,0,0,2011-02-23
26,27,84.0,0,3,4,2,8,5.9852905,0,0,2011-02-24
27,28,145.0,0,4,4,2,8,5.9852905,0,0,2011-02-25
28,29,175.0,1,5,4,2,8,6.0056877,0,0,2011-02-26
29,30,143.0,1,6,4,2,8,6.0056877,0,0,2011-02-27
30,31,120.0,0,0,4,2,9,6.0056877,0,0,2011-02-28
31,32,134.0,0,1,1,3,9,6.0056877,2,0,2011-03-01
32,33,89.0,0,2,1,3,9,6.0056877,2,0,2011-03-02
33,34,95.0,0,3,1,3,9,6.0056877,3,0,2011-03-03
34,35,107.0,0,4,1,3,9,6.0056877,1,0,2011-03-04
35,36,144.0,1,5,1,3,9,6.041128,3,0,2011-03-05
36,37,124.0,1,6,1,3,9,6.041128,3,0,2011-03-06
37,38,122.0,0,0,1,3,10,6.041128,2,0,2011-03-07
38,39,100.0,0,1,2,3,10,6.041128,2,0,2011-03-08
39,40,93.0,0,2,2,3,10,6.041128,3,1,2011-03-09
40,41,104.0,0,3,2,3,10,6.041128,1,0,2011-03-10
41,42,114.0,0,4,2,3,10,6.041128,2,0,2011-03-11
42,43,153.0,1,5,2,3,10,6.0557446,2,0,2011-03-12
43,44,121.0,1,6,2,3,10,6.0557446,1,0,2011-03-13
44,45,87.0,0,0,2,3,11,6.0557446,1,0,2011-03-14
45,46,83.0,0,1,3,3,11,6.0557446,2,0,2011-03-15
46,47,112.0,0,2,3,3,11,6.0557446,0,1,2011-03-16
47,48,72.0,0,3,3,3,11,6.0557446,0,1,2011-03-17
48,49,106.0,0,4,3,3,11,6.0557446,0,0,2011-03-18
49,50,171.0,1,5,3,3,11,6.0534,0,0,2011-03-19
50,51,97.0,1,6,3,3,11,6.0534,0,1,2011-03-20
51,52,97.0,0,0,3,3,12,6.0534,0,0,2011-03-21
52,53,78.0,0,1,4,3,12,6.0534,0,0,2011-03-22
53,54,57.0,0,2,4,3,12,6.0534,0,0,2011-03-23
54,55,89.0,0,3,4,3,12,6.0534,0,0,2011-03-24
55,56,103.0,0,4,4,3,12,6.0534,0,0,2011-03-25
56,57,136.0,1,5,4,3,12,6.0553045,0,0,2011-03-26
57,58,130.0,1,6,4,3,12,6.0553045,0,0,2011-03-27
58,59,75.0,0,0,4,3,13,6.0553045,0,0,2011-03-28
59,60,77.0,0,1,5,3,13,6.0553045,0,0,2011-03-29
60,61,86.0,0,2,5,3,13,6.0553045,0,0,2011-03-30
61,62,106.0,0,3,5,3,13,6.0553045,0,0,2011-03-31
62,63,116.0,0,4,1,4,13,6.0553045,2,0,2011-04-01
63,64,153.0,1,5,1,4,13,6.063161,2,0,2011-04-02
64,65,138.0,1,6,1,4,13,6.063161,3,0,2011-04-03
65,66,96.0,0,0,1,4,14,6.063161,1,0,2011-04-04
66,67,95.0,0,1,1,4,14,6.063161,3,0,2011-04-05
67,68,82.0,0,2,1,4,14,6.063161,3,0,2011-04-06
68,69,67.0,0,3,1,4,14,6.063161,2,0,2011-04-07
69,70,98.0,0,4,2,4,14,6.063161,2,0,2011-04-08
70,71,147.0,1,5,2,4,14,6.027682,3,0,2011-04-09
71,72,104.0,1,6,2,4,14,6.027682,1,0,2011-04-10
72,73,80.0,0,0,2,4,15,6.027682,2,0,2011-04-11
73,74,94.0,0,1,2,4,15,6.027682,2,0,2011-04-12
74,75,86.0,0,2,2,4,15,6.027682,1,0,2011-04-13
75,76,76.0,0,3,2,4,15,6.027682,1,0,2011-04-14
76,77,79.0,0,4,3,4,15,6.027682,2,0,2011-04-15
77,78,146.0,1,5,3,4,15,6.047407,0,0,2011-04-16
78,79,140.0,1,6,3,4,15,6.047407,0,0,2011-04-17
79,80,89.0,0,0,3,4,16,6.047407,0,0,2011-04-18
80,81,65.0,0,1,3,4,16,6.047407,0,0,2011-04-19
81,82,101.0,0,2,3,4,16,6.047407,0,0,2011-04-20
82,83,108.0,0,3,3,4,16,6.047407,0,0,2011-04-21
83,84,136.0,0,4,4,4,16,6.047407,0,0,2011-04-22
84,85,106.0,1,5,4,4,16,6.0580235,0,0,2011-04-23
85,86,73.0,1,6,4,4,16,6.0580235,0,2,2011-04-24
86,87,100.0,0,0,4,4,17,6.0580235,0,0,2011-04-25
87,88,72.0,0,1,4,4,17,6.0580235,0,1,2011-04-26
88,89,99.0,0,2,4,4,17,6.0580235,0,0,2011-04-27
89,90,99.0,0,3,4,4,17,6.0580235,0,0,2011-04-28
90,91,137.0,0,4,5,4,17,6.0580235,0,0,2011-04-29
91,92,125.0,1,5,5,4,17,6.0580235,0,0,2011-04-30
92,93,137.0,1,6,1,5,17,6.0580235,2,0,2011-05-01
93,94,79.0,0,0,1,5,18,6.0580235,2,0,2011-05-02
94,95,83.0,0,1,1,5,18,6.0580235,3,0,2011-05-03
95,96,99.0,0,2,1,5,18,6.0580235,1,0,2011-05-04
96,97,97.0,0,3,1,5,18,6.0580235,3,1,2011-05-05
97,98,101.0,0,4,1,5,18,6.0580235,3,0,2011-05-06
98,99,144.0,1,5,1,5,18,6.0400314,2,0,2011-05-07
99,100,78.0,1,6,2,5,18,6.0400314,2,1,2011-05-08
100,101,72.0,0,0,2,5,19,6.0400314,3,0,2011-05-09
101,102,90.0,0,1,2,5,19,6.0400314,1,0,2011-05-10
102,103,88.0,0,2,2,5,19,6.0400314,2,0,2011-05-11
103,104,91.0,0,3,2,5,19,6.0400314,2,0,2011-05-12
104,105,109.0,0,4,2,5,19,6.0400314,1,0,2011-05-13
105,106,120.0,1,5,2,5,19,6.0425777,1,0,2011-05-14
106,107,126.0,1,6,3,5,19,6.0425777,2,0,2011-05-15
107,108,82.0,0,0,3,5,20,6.0425777,0,0,2011-05-16
108,109,81.0,0,1,3,5,20,6.0425777,0,0,2011-05-17
109,110,91.0,0,2,3,5,20,6.0425777,0,0,2011-05-18
110,111,84.0,0,3,3,5,20,6.0425777,0,0,2011-05-19
111,112,99.0,0,4,3,5,20,6.0425777,0,0,2011-05-20
112,113,142.0,1,5,3,5,20,6.0400314,0,0,2011-05-21
113,114,98.0,1,6,4,5,20,6.0400314,0,0,2011-05-22
114,115,103.0,0,0,4,5,21,6.0400314,0,0,2011-05-23
115,116,89.0,0,1,4,5,21,6.0400314,0,0,2011-05-24
116,117,92.0,0,2,4,5,21,6.0400314,0,0,2011-05-25
117,118,112.0,0,3,4,5,21,6.0400314,0,0,2011-05-26
118,119,115.0,0,4,4,5,21,6.0400314,0,0,2011-05-27
119,120,104.0,1,5,4,5,21,6.0240664,0,0,2011-05-28
120,121,107.0,1,6,5,5,21,6.0240664,0,0,2011-05-29
121,122,86.0,0,0,5,5,22,6.0240664,0,1,2011-05-30
122,123,99.0,0,1,5,5,22,6.0240664,0,1,2011-05-31
123,124,105.0,0,2,1,6,22,6.0240664,2,0,2011-06-01
124,125,87.0,0,3,1,6,22,6.0240664,2,0,2011-06-02
125,126,112.0,0,4,1,6,22,6.0240664,3,0,2011-06-03
126,127,124.0,1,5,1,6,22,6.002736,1,0,2011-06-04
127,128,94.0,1,6,1,6,22,6.002736,3,0,2011-06-05
128,129,103.0,0,0,1,6,23,6.002736,3,0,2011-06-06
129,130,72.0,0,1,1,6,23,6.002736,2,0,2011-06-07
130,131,64.0,0,2,2,6,23,6.002736,2,0,2011-06-08
131,132,96.0,0,3,2,6,23,6.002736,3,0,2011-06-09
132,133,105.0,0,4,2,6,23,6.002736,1,0,2011-06-10
133,134,142.0,1,5,2,6,23,6.002355,2,0,2011-06-11
134,135,102.0,1,6,2,6,23,6.002355,2,1,2011-06-12
135,136,70.0,0,0,2,6,24,6.002355,1,0,2011-06-13
136,137,124.0,0,1,2,6,24,6.002355,1,0,2011-06-14
137,138,95.0,0,2,3,6,24,6.002355,2,0,2011-06-15
138,139,101.0,0,3,3,6,24,6.002355,0,0,2011-06-16
139,140,97.0,0,4,3,6,24,6.002355,0,0,2011-06-17
140,141,116.0,1,5,3,6,24,6.0177307,0,0,2011-06-18
141,142,92.0,1,6,3,6,24,6.0177307,0,1,2011-06-19
142,143,96.0,0,0,3,6,25,6.0177307,0,0,2011-06-20
143,144,75.0,0,1,3,6,25,6.0177307,0,0,2011-06-21
144,145,94.0,0,2,4,6,25,6.0177307,0,0,2011-06-22
145,146,106.0,0,3,4,6,25,6.0177307,0,0,2011-06-23
146,147,108.0,0,4,4,6,25,6.0177307,0,0,2011-06-24
147,148,98.0,1,5,4,6,25,6.0182266,0,0,2011-06-25
148,149,73.0,1,6,4,6,25,6.0182266,0,0,2011-06-26
149,150,90.0,0,0,4,6,26,6.0182266,0,0,2011-06-27
150,151,84.0,0,1,4,6,26,6.0182266,0,0,2011-06-28
151,152,85.0,0,2,5,6,26,6.0182266,0,0,2011-06-29
152,153,91.0,0,3,5,6,26,6.0182266,0,0,2011-06-30
153,154,115.0,0,4,1,7,26,6.0182266,2,0,2011-07-01
154,155,133.0,1,5,1,7,26,6.0182266,2,0,2011-07-02
155,156,55.0,1,6,1,7,26,6.0182266,3,0,2011-07-03
156,157,45.0,0,0,1,7,27,6.0182266,1,1,2011-07-04
157,158,84.0,0,1,1,7,27,6.0182266,3,0,2011-07-05
158,159,97.0,0,2,1,7,27,6.0182266,3,0,2011-07-06
159,160,99.0,0,3,1,7,27,6.0182266,2,0,2011-07-07
160,161,116.0,0,4,2,7,27,6.0182266,2,0,2011-07-08
161,162,121.0,1,5,2,7,27,6.0182266,3,0,2011-07-09
162,163,119.0,1,6,2,7,27,6.0182266,1,0,2011-07-10
163,164,83.0,0,0,2,7,28,6.0182266,2,0,2011-07-11
164,165,78.0,0,1,2,7,28,6.0182266,2,0,2011-07-12
165,166,93.0,0,2,2,7,28,6.0182266,1,0,2011-07-13
166,167,80.0,0,3,2,7,28,6.0182266,1,0,2011-07-14
167,168,117.0,0,4,3,7,28,6.0182266,2,0,2011-07-15
168,169,93.0,1,5,3,7,28,6.0182266,0,0,2011-07-16
169,170,97.0,1,6,3,7,28,6.0182266,0,0,2011-07-17
170,171,86.0,0,0,3,7,29,6.0182266,0,0,2011-07-18
171,172,74.0,0,1,3,7,29,6.0182266,0,0,2011-07-19
172,173,71.0,0,2,3,7,29,6.0182266,0,0,2011-07-20
173,174,84.0,0,3,3,7,29,6.0182266,0,0,2011-07-21
174,175,92.0,0,4,4,7,29,6.0182266,0,0,2011-07-22
175,176,138.0,1,5,4,7,29,6.011907,0,0,2011-07-23
176,177,92.0,1,6,4,7,29,6.011907,0,0,2011-07-24
177,178,82.0,0,0,4,7,30,6.011907,0,0,2011-07-25
178,179,83.0,0,1,4,7,30,6.011907,0,0,2011-07-26
179,180,65.0,0,2,4,7,30,6.011907,0,0,2011-07-27
180,181,87.0,0,3,4,7,30,6.011907,0,0,2011-07-28
181,182,104.0,0,4,5,7,30,6.011907,0,0,2011-07-29
182,183,93.0,1,5,5,7,30,5.996394,0,0,2011-07-30
183,184,83.0,1,6,5,7,30,5.996394,0,0,2011-07-31
184,185,78.0,0,0,1,8,31,5.996394,2,1,2011-08-01
185,186,74.0,0,1,1,8,31,5.996394,2,0,2011-08-02
186,187,80.0,0,2,1,8,31,5.996394,3,0,2011-08-03
187,188,98.0,0,3,1,8,31,5.996394,1,0,2011-08-04
188,189,90.0,0,4,1,8,31,5.996394,3,0,2011-08-05
189,190,87.0,1,5,1,8,31,5.996394,3,0,2011-08-06
190,191,95.0,1,6,1,8,31,5.996394,2,0,2011-08-07
191,192,65.0,0,0,2,8,32,5.996394,2,0,2011-08-08
192,193,82.0,0,1,2,8,32,5.996394,3,0,2011-08-09
193,194,101.0,0,2,2,8,32,5.996394,1,0,2011-08-10
194,195,72.0,0,3,2,8,32,5.996394,2,0,2011-08-11
195,196,112.0,0,4,2,8,32,5.996394,2,0,2011-08-12
196,197,101.0,1,5,2,8,32,5.994776,1,0,2011-08-13
197,198,120.0,1,6,2,8,32,5.994776,1,0,2011-08-14
198,199,115.0,0,0,3,8,33,5.994776,2,0,2011-08-15
199,200,92.0,0,1,3,8,33,5.994776,0,0,2011-08-16
200,201,88.0,0,2,3,8,33,5.994776,0,0,2011-08-17
201,202,106.0,0,3,3,8,33,5.994776,0,0,2011-08-18
202,203,99.0,0,4,3,8,33,5.994776,0,0,2011-08-19
203,204,127.0,1,5,3,8,33,5.994776,0,0,2011-08-20
204,205,99.0,1,6,3,8,33,5.994776,0,0,2011-08-21
205,206,85.0,0,0,4,8,34,5.994776,0,0,2011-08-22
206,207,79.0,0,1,4,8,34,5.994776,0,0,2011-08-23
207,208,104.0,0,2,4,8,34,5.994776,0,0,2011-08-24
208,209,90.0,0,3,4,8,34,5.994776,0,0,2011-08-25
209,210,96.0,0,4,4,8,34,5.994776,0,0,2011-08-26
210,211,107.0,1,5,4,8,34,5.9963093,0,0,2011-08-27
211,212,99.0,1,6,4,8,34,5.9963093,0,0,2011-08-28
212,213,72.0,0,0,5,8,35,5.9963093,0,0,2011-08-29
213,214,108.0,0,1,5,8,35,5.9963093,0,0,2011-08-30
214,215,126.0,0,2,5,8,35,5.9963093,0,1,2011-08-31
215,216,99.0,0,3,1,9,35,5.9963093,2,0,2011-09-01
216,217,100.0,0,4,1,9,35,5.9963093,2,0,2011-09-02
217,218,131.0,1,5,1,9,35,5.9934025,3,0,2011-09-03
218,219,77.0,1,6,1,9,35,5.9934025,1,0,2011-09-04
219,220,89.0,0,0,1,9,36,5.9934025,3,1,2011-09-05
220,221,77.0,0,1,1,9,36,5.9934025,3,0,2011-09-06
221,222,78.0,0,2,1,9,36,5.9934025,2,0,2011-09-07
222,223,79.0,0,3,2,9,36,5.9934025,2,0,2011-09-08
223,224,76.0,0,4,2,9,36,5.9934025,3,0,2011-09-09
224,225,120.0,1,5,2,9,36,5.9934025,1,0,2011-09-10
225,226,113.0,1,6,2,9,36,5.9934025,2,0,2011-09-11
226,227,88.0,0,0,2,9,37,5.9934025,2,0,2011-09-12
227,228,82.0,0,1,2,9,37,5.9934025,1,0,2011-09-13
228,229,97.0,0,2,2,9,37,5.9934025,1,0,2011-09-14
229,230,84.0,0,3,3,9,37,5.9934025,2,0,2011-09-15
230,231,98.0,0,4,3,9,37,5.9934025,0,0,2011-09-16
231,232,133.0,1,5,3,9,37,5.987446,0,0,2011-09-17
232,233,90.0,1,6,3,9,37,5.987446,0,0,2011-09-18
233,234,71.0,0,0,3,9,38,5.987446,0,0,2011-09-19
234,235,74.0,0,1,3,9,38,5.987446,0,0,2011-09-20
235,236,76.0,0,2,3,9,38,5.987446,0,0,2011-09-21
236,237,99.0,0,3,4,9,38,5.987446,0,0,2011-09-22
237,238,83.0,0,4,4,9,38,5.987446,0,0,2011-09-23
238,239,112.0,1,5,4,9,38,5.9851527,0,0,2011-09-24
239,240,112.0,1,6,4,9,38,5.9851527,0,0,2011-09-25
240,241,84.0,0,0,4,9,39,5.9851527,0,0,2011-09-26
241,242,62.0,0,1,4,9,39,5.9851527,0,0,2011-09-27
242,243,93.0,0,2,4,9,39,5.9851527,0,0,2011-09-28
243,244,95.0,0,3,5,9,39,5.9851527,0,0,2011-09-29
244,245,124.0,0,4,5,9,39,5.9851527,0,0,2011-09-30
245,246,129.0,1,5,1,10,39,5.9860473,2,0,2011-10-01
246,247,102.0,1,6,1,10,39,5.9860473,2,0,2011-10-02
247,248,95.0,0,0,1,10,40,5.9860473,3,0,2011-10-03
248,249,62.0,0,1,1,10,40,5.9860473,1,0,2011-10-04
249,250,101.0,0,2,1,10,40,5.9860473,3,0,2011-10-05
250,251,68.0,0,3,1,10,40,5.9860473,3,0,2011-10-06
251,252,89.0,0,4,1,10,40,5.9860473,2,0,2011-10-07
252,253,115.0,1,5,2,10,40,5.9816837,2,0,2011-10-08
253,254,108.0,1,6,2,10,40,5.9816837,3,0,2011-10-09
254,255,63.0,0,0,2,10,41,5.9816837,1,1,2011-10-10
255,256,82.0,0,1,2,10,41,5.9816837,2,0,2011-10-11
256,257,82.0,0,2,2,10,41,5.9816837,2,0,2011-10-12
257,258,95.0,0,3,2,10,41,5.9816837,1,0,2011-10-13
258,259,109.0,0,4,2,10,41,5.9816837,1,0,2011-10-14
259,260,116.0,1,5,3,10,41,5.981986,2,0,2011-10-15
260,261,111.0,1,6,3,10,41,5.981986,0,0,2011-10-16
261,262,92.0,0,0,3,10,42,5.981986,0,0,2011-10-17
262,263,83.0,0,1,3,10,42,5.981986,0,0,2011-10-18
263,264,84.0,0,2,3,10,42,5.981986,0,0,2011-10-19
264,265,102.0,0,3,3,10,42,5.981986,0,0,2011-10-20
265,266,92.0,0,4,3,10,42,5.981986,0,0,2011-10-21
266,267,122.0,1,5,4,10,42,5.985253,0,0,2011-10-22
267,268,104.0,1,6,4,10,42,5.985253,0,0,2011-10-23
268,269,86.0,0,0,4,10,43,5.985253,0,0,2011-10-24
269,270,78.0,0,1,4,10,43,5.985253,0,0,2011-10-25
270,271,88.0,0,2,4,10,43,5.985253,0,0,2011-10-26
271,272,82.0,0,3,4,10,43,5.985253,0,0,2011-10-27
272,273,125.0,0,4,4,10,43,5.985253,0,0,2011-10-28
273,274,132.0,1,5,5,10,43,5.9848676,0,0,2011-10-29
274,275,111.0,1,6,5,10,43,5.9848676,0,0,2011-10-30
275,276,84.0,0,0,5,10,44,5.9848676,0,1,2011-10-31
276,277,81.0,0,1,1,11,44,5.9848676,2,0,2011-11-01
277,278,62.0,0,2,1,11,44,5.9848676,2,0,2011-11-02
278,279,74.0,0,3,1,11,44,5.9848676,3,0,2011-11-03
279,280,110.0,0,4,1,11,44,5.9848676,1,0,2011-11-04
280,281,143.0,1,5,1,11,44,5.981744,3,0,2011-11-05
281,282,113.0,1,6,1,11,44,5.981744,3,0,2011-11-06
282,283,84.0,0,0,1,11,45,5.981744,2,1,2011-11-07
283,284,97.0,0,1,2,11,45,5.981744,2,0,2011-11-08
284,285,80.0,0,2,2,11,45,5.981744,3,0,2011-11-09
285,286,59.0,0,3,2,11,45,5.981744,1,0,2011-11-10
286,287,103.0,0,4,2,11,45,5.981744,2,1,2011-11-11
287,288,140.0,1,5,2,11,45,5.9728303,2,0,2011-11-12
288,289,119.0,1,6,2,11,45,5.9728303,1,0,2011-11-13
289,290,65.0,0,0,2,11,46,5.9728303,1,0,2011-11-14
290,291,90.0,0,1,3,11,46,5.9728303,2,0,2011-11-15
291,292,103.0,0,2,3,11,46,5.9728303,0,0,2011-11-16
292,293,67.0,0,3,3,11,46,5.9728303,0,0,2011-11-17
293,294,111.0,0,4,3,11,46,5.9728303,0,0,2011-11-18
294,295,125.0,1,5,3,11,46,5.9728303,0,0,2011-11-19
295,296,92.0,1,6,3,11,46,5.9728303,0,0,2011-11-20
296,297,73.0,0,0,3,11,47,5.9728303,0,0,2011-11-21
297,298,83.0,0,1,4,11,47,5.9728303,0,0,2011-11-22
298,299,72.0,0,2,4,11,47,5.9728303,0,0,2011-11-23
299,300,34.0,0,3,4,11,47,5.9728303,0,1,2011-11-24
300,301,122.0,0,4,4,11,47,5.9728303,0,0,2011-11-25
301,302,113.0,1,5,4,11,47,5.975222,0,0,2011-11-26
302,303,91.0,1,6,4,11,47,5.975222,0,0,2011-11-27
303,304,83.0,0,0,4,11,48,5.975222,0,0,2011-11-28
304,305,89.0,0,1,5,11,48,5.975222,0,0,2011-11-29
305,306,73.0,0,2,5,11,48,5.975222,0,0,2011-11-30
306,307,98.0,0,3,1,12,48,5.975222,2,0,2011-12-01
307,308,103.0,0,4,1,12,48,5.975222,2,0,2011-12-02
308,309,120.0,1,5,1,12,48,5.970807,3,0,2011-12-03
309,310,111.0,1,6,1,12,48,5.970807,1,0,2011-12-04
310,311,111.0,0,0,1,12,49,5.970807,3,0,2011-12-05
311,312,90.0,0,1,1,12,49,5.970807,3,0,2011-12-06
312,313,67.0,0,2,1,12,49,5.970807,2,0,2011-12-07
313,314,87.0,0,3,2,12,49,5.970807,2,0,2011-12-08
314,315,102.0,0,4,2,12,49,5.970807,3,0,2011-12-09
315,316,142.0,1,5,2,12,49,5.973685,1,0,2011-12-10
316,317,102.0,1,6,2,12,49,5.973685,2,0,2011-12-11
317,318,88.0,0,0,2,12,50,5.973685,2,0,2011-12-12
318,319,83.0,0,1,2,12,50,5.973685,1,0,2011-12-13
319,320,72.0,0,2,2,12,50,5.973685,1,0,2011-12-14
320,321,75.0,0,3,3,12,50,5.973685,2,0,2011-12-15
321,322,110.0,0,4,3,12,50,5.973685,0,0,2011-12-16
322,323,130.0,1,5,3,12,50,5.983797,0,0,2011-12-17
323,324,91.0,1,6,3,12,50,5.983797,0,0,2011-12-18
324,325,91.0,0,0,3,12,51,5.983797,0,0,2011-12-19
325,326,102.0,0,1,3,12,51,5.983797,0,0,2011-12-20
326,327,93.0,0,2,3,12,51,5.983797,0,0,2011-12-21
327,328,132.0,0,3,4,12,51,5.983797,0,0,2011-12-22
328,329,105.0,0,4,4,12,51,5.983797,0,0,2011-12-23
329,330,70.0,1,5,4,12,51,5.9843636,0,0,2011-12-24
330,331,0.0,1,6,4,12,51,5.9843636,0,1,2011-12-25
331,332,107.0,0,0,4,12,52,5.9843636,0,0,2011-12-26
332,333,89.0,0,1,4,12,52,5.9843636,0,0,2011-12-27
333,334,102.0,0,2,4,12,52,5.9843636,0,1,2011-12-28
334,335,111.0,0,3,5,12,52,5.9843636,0,0,2011-12-29
335,336,107.0,0,4,5,12,52,5.9843636,0,0,2011-12-30
336,337,105.0,1,5,5,12,52,5.937432,0,0,2011-12-31
337,338,48.0,1,6,1,1,52,5.937432,2,1,2012-01-01
338,339,97.0,0,0,1,1,1,5.937432,2,0,2012-01-02
339,340,85.0,0,1,1,1,1,5.937432,3,0,2012-01-03
340,341,91.0,0,2,1,1,1,5.937432,1,0,2012-01-04
341,342,81.0,0,3,1,1,1,5.937432,3,0,2012-01-05
