,d,sales,tm_w_end,tm_dw,tm_wm,tm_m,tm_w,sell_price,snap_count,is_event,date
0,1,460.0,1,5,5,1,4,3.380646,0,0,2011-01-29
1,2,473.0,1,6,5,1,4,3.380646,0,0,2011-01-30
2,3,363.0,0,0,5,1,5,3.380646,0,0,2011-01-31
3,4,426.0,0,1,1,2,5,3.380646,2,0,2011-02-01
4,5,368.0,0,2,1,2,5,3.380646,2,0,2011-02-02
5,6,575.0,0,3,1,2,5,3.380646,3,0,2011-02-03
6,7,258.0,0,4,1,2,5,3.380646,1,0,2011-02-04
7,8,330.0,1,5,1,2,5,3.5552876,3,0,2011-02-05
8,9,316.0,1,6,1,2,5,3.5552876,3,1,2011-02-06
9,10,377.0,0,0,1,2,6,3.5552876,2,0,2011-02-07
10,11,313.0,0,1,2,2,6,3.5552876,2,0,2011-02-08
11,12,426.0,0,2,2,2,6,3.5552876,3,0,2011-02-09
12,13,286.0,0,3,2,2,6,3.5552876,1,0,2011-02-10
13,14,294.0,0,4,2,2,6,3.5552876,2,0,2011-02-11
14,15,465.0,1,5,2,2,6,3.5925264,2,0,2011-02-12
15,16,519.0,1,6,2,2,6,3.5925264,1,0,2011-02-13
16,17,323.0,0,0,2,2,7,3.5925264,1,1,2011-02-14
17,18,487.0,0,1,3,2,7,3.5925264,2,0,2011-02-15
18,19,366.0,0,2,3,2,7,3.5925264,0,0,2011-02-16
19,20,289.0,0,3,3,2,7,3.5925264,0,0,2011-02-17
20,21,264.0,0,4,3,2,7,3.5925264,0,0,2011-02-18
21,22,413.0,1,5,3,2,7,3.5974278,0,0,2011-02-19
22,23,451.0,1,6,3,2,7,3.5974278,0,0,2011-02-20
23,24,340.0,0,0,3,2,8,3.5974278,0,1,2011-02-21
24,25,306.0,0,1,4,2,8,3.5974278,0,0,2011-02-22
25,26,241.0,0,2,4,2,8,3.5974278,0,0,2011-02-23
26,27,263.0,0,3,4,2,8,3.5974278,0,0,2011-02-24
27,28,222.0,0,4,4,2,8,3.5974278,0,0,2011-02-25
28,29,264.0,1,5,4,2,8,3.595743,0,0,2011-02-26
29,30,356.0,1,6,4,2,8,3.595743,0,0,2011-02-27
30,31,319.0,0,0,4,2,9,3.595743,0,0,2011-02-28
31,32,355.0,0,1,1,3,9,3.595743,2,0,2011-03-01
32,33,319.0,0,2,1,3,9,3.595743,2,0,2011-03-02
33,34,421.0,0,3,1,3,9,3.595743,3,0,2011-03-03
34,35,311.0,0,4,1,3,9,3.595743,1,0,2011-03-04
35,36,517.0,1,5,1,3,9,3.5538323,3,0,2011-03-05
36,37,459.0,1,6,1,3,9,3.5538323,3,0,2011-03-06
