,d,sales,tm_w_end,tm_dw,tm_wm,tm_m,tm_w,sell_price,snap_count,is_event,date
0,1,180.0,1,5,5,1,4,5.284544,0,0,2011-01-29
1,2,120.0,1,6,5,1,4,5.284544,0,0,2011-01-30
2,3,95.0,0,0,5,1,5,5.284544,0,0,2011-01-31
3,4,109.0,0,1,1,2,5,5.284544,2,0,2011-02-01
4,5,57.0,0,2,1,2,5,5.284544,2,0,2011-02-02
5,6,163.0,0,3,1,2,5,5.284544,3,0,2011-02-03
6,7,136.0,0,4,1,2,5,5.284544,1,0,2011-02-04
7,8,152.0,1,5,1,2,5,5.379711,3,0,2011-02-05
8,9,63.0,1,6,1,2,5,5.379711,3,1,2011-02-06
9,10,89.0,0,0,1,2,6,5.379711,2,0,2011-02-07
10,11,109.0,0,1,2,2,6,5.379711,2,0,2011-02-08
11,12,82.0,0,2,2,2,6,5.379711,3,0,2011-02-09
12,13,91.0,0,3,2,2,6,5.379711,1,0,2011-02-10
13,14,106.0,0,4,2,2,6,5.379711,2,0,2011-02-11
14,15,124.0,1,5,2,2,6,5.393658,2,0,2011-02-12
15,16,162.0,1,6,2,2,6,5.393658,1,0,2011-02-13
16,17,89.0,0,0,2,2,7,5.393658,1,1,2011-02-14
17,18,142.0,0,1,3,2,7,5.393658,2,0,2011-02-15
18,19,98.0,0,2,3,2,7,5.393658,0,0,2011-02-16
19,20,91.0,0,3,3,2,7,5.393658,0,0,2011-02-17
20,21,96.0,0,4,3,2,7,5.393658,0,0,2011-02-18
21,22,200.0,1,5,3,2,7,5.376201,0,0,2011-02-19
22,23,78.0,1,6,3,2,7,5.376201,0,0,2011-02-20
23,24,97.0,0,0,3,2,8,5.376201,0,1,2011-02-21
24,25,68.0,0,1,4,2,8,5.376201,0,0,2011-02-22
25,26,157.0,0,2,4,2,8,5.376201,0,0,2011-02-23
26,27,98.0,0,3,4,2,8,5.376201,0,0,2011-02-24
27,28,99.0,0,4,4,2,8,5.376201,0,0,2011-02-25
28,29,121.0,1,5,4,2,8,5.390428,0,0,2011-02-26
29,30,50.0,1,6,4,2,8,5.390428,0,0,2011-02-27
30,31,46.0,0,0,4,2,9,5.390428,0,0,2011-02-28
31,32,90.0,0,1,1,3,9,5.390428,2,0,2011-03-01
32,33,55.0,0,2,1,3,9,5.390428,2,0,2011-03-02
33,34,121.0,0,3,1,3,9,5.390428,3,0,2011-03-03
34,35,63.0,0,4,1,3,9,5.390428,1,0,2011-03-04
35,36,69.0,1,5,1,3,9,5.389104,3,0,2011-03-05
36,37,105.0,1,6,1,3,9,5.389104,3,0,2011-03-06
37,38,110.0,0,0,1,3,10,5.389104,2,0,2011-03-07
38,39,115.0,0,1,2,3,10,5.389104,2,0,2011-03-08
39,40,99.0,0,2,2,3,10,5.389104,3,1,2011-03-09
40,41,87.0,0,3,2,3,10,5.389104,1,0,2011-03-10
41,42,73.0,0,4,2,3,10,5.389104,2,0,2011-03-11
42,43,166.0,1,5,2,3,10,5.4100738,2,0,2011-03-12
43,44,150.0,1,6,2,3,10,5.4100738,1,0,2011-03-13
44,45,133.0,0,0,2,3,11,5.4100738,1,0,2011-03-14
45,46,65.0,0,1,3,3,11,5.4100738,2,0,2011-03-15
46,47,89.0,0,2,3,3,11,5.4100738,0,1,2011-03-16
47,48,113.0,0,3,3,3,11,5.4100738,0,1,2011-03-17
48,49,108.0,0,4,3,3,11,5.4100738,0,0,2011-03-18
49,50,133.0,1,5,3,3,11,5.4675107,0,0,2011-03-19
50,51,90.0,1,6,3,3,11,5.4675107,0,1,2011-03-20
51,52,125.0,0,0,3,3,12,5.4675107,0,0,2011-03-21
52,53,78.0,0,1,4,3,12,5.4675107,0,0,2011-03-22
53,54,59.0,0,2,4,3,12,5.4675107,0,0,2011-03-23
54,55,71.0,0,3,4,3,12,5.4675107,0,0,2011-03-24
