cat,duration
CA_1_HOBBIES_1,55.43672037124634
CA_1_HOBBIES_2,58.64379692077637
CA_1_HOUSEHOLD_1,73.17957639694214
CA_1_HOUSEHOLD_2,55.48994994163513
CA_1_FOODS_1,35.83652877807617
CA_1_FOODS_2,56.95968246459961
CA_1_FOODS_3,82.10070013999939
CA_2_HOBBIES_1,66.12772154808044
CA_2_HOBBIES_2,55.66109752655029
CA_2_HOUSEHOLD_1,84.46590971946716
CA_2_HOUSEHOLD_2,101.29903483390808
CA_2_FOODS_1,52.962159156799316
CA_2_FOODS_2,71.88922119140625
CA_2_FOODS_3,71.83040475845337
CA_3_HOBBIES_1,83.53631114959717
CA_3_HOBBIES_2,21.567294120788574
CA_3_HOUSEHOLD_1,74.62885642051697
CA_3_HOUSEHOLD_2,60.285531997680664
CA_3_FOODS_1,60.45145583152771
CA_3_FOODS_2,68.65615439414978
CA_3_FOODS_3,47.83635687828064
CA_4_HOBBIES_1,36.45271944999695
CA_4_HOBBIES_2,35.12328624725342
CA_4_HOUSEHOLD_1,48.970120668411255
CA_4_HOUSEHOLD_2,46.10725808143616
CA_4_FOODS_1,53.41253209114075
CA_4_FOODS_2,72.77724814414978
CA_4_FOODS_3,65.79866600036621
TX_1_HOBBIES_1,80.80239534378052
TX_1_HOBBIES_2,79.38058090209961
TX_1_HOUSEHOLD_1,61.790512800216675
TX_1_HOUSEHOLD_2,59.989442110061646
TX_1_FOODS_1,65.29640483856201
TX_1_FOODS_2,66.87765836715698
TX_1_FOODS_3,86.31493067741394
TX_2_HOBBIES_1,45.91424250602722
TX_2_HOBBIES_2,50.60122513771057
TX_2_HOUSEHOLD_1,64.68456411361694
TX_2_HOUSEHOLD_2,87.6406524181366
TX_2_FOODS_1,76.08498334884644
TX_2_FOODS_2,77.31153273582458
TX_2_FOODS_3,48.40005421638489
TX_3_HOBBIES_1,67.45704531669617
TX_3_HOBBIES_2,45.61722135543823
TX_3_HOUSEHOLD_1,76.97292852401733
TX_3_HOUSEHOLD_2,83.26929783821106
TX_3_FOODS_1,46.692776679992676
TX_3_FOODS_2,116.11313915252686
TX_3_FOODS_3,61.74808096885681
WI_1_HOBBIES_1,80.2651801109314
WI_1_HOBBIES_2,47.63712167739868
WI_1_HOUSEHOLD_1,77.62372255325317
WI_1_HOUSEHOLD_2,78.16965532302856
WI_1_FOODS_1,54.81121826171875
WI_1_FOODS_2,91.9401319026947
WI_1_FOODS_3,86.72610306739807
WI_2_HOBBIES_1,31.84866452217102
WI_2_HOBBIES_2,99.0739107131958
WI_2_HOUSEHOLD_1,93.21383213996887
WI_2_HOUSEHOLD_2,114.13317704200745
WI_2_FOODS_1,74.70014715194702
WI_2_FOODS_2,127.21472764015198
WI_2_FOODS_3,92.99208736419678
WI_3_HOBBIES_1,65.50311636924744
WI_3_HOBBIES_2,46.12072968482971
WI_3_HOUSEHOLD_1,90.21242547035217
WI_3_HOUSEHOLD_2,72.57603931427002
WI_3_FOODS_1,88.36427116394043
WI_3_FOODS_2,119.7270188331604
WI_3_FOODS_3,78.3528184890747
